"","LGA_old","repDS","year","LGA","U5_ITN_use","six_nine_ITN_use","ten_eighteen_ITN_use","over_eighteen_ITN_use","round","peak","llins1","mortality","kill_rate","block_initial","simday"
"780","Charanchi","Rimi",2024,"Charanchi",0.861111111,0.818181818,0.8,0.803030303,2,"march","PBO",0.738728442,0.751333985,0.895602343,1530
"781","Dan Musa","Rimi",2021,"Dan Musa",0.954545455,0.818181818,0.826923077,0.873239437,1,"march","PBO",0.814381216,0.751873872,0.928326675,435
"782","Dan Musa","Rimi",2024,"Dan Musa",0.954545455,0.818181818,0.826923077,0.873239437,2,"march","PBO",0.814381216,0.751873872,0.928326675,1530
"783","Dandume","Giwa",2021,"Dandume",0.8,0.8,0.8,0.8,1,"august","PBO",0.480345251,0.745674804,0.65,588
"784","Dandume","Giwa",2024,"Dandume",0.8,0.8,0.8,0.8,2,"august","PBO",0.480345251,0.745674804,0.65,1683
"785","Danja","Giwa",2021,"Danja",0.8,0.8,0.8,0.8,1,"august","PBO",0.615786128,0.749768295,0.805035477,588
"786","Danja","Giwa",2024,"Danja",0.8,0.8,0.8,0.8,2,"august","PBO",0.615786128,0.749768295,0.805035477,1683
"787","Dutsin-Ma","Rimi",2021,"Dutsin-Ma",0.8,0.8,0.8,0.8,1,"march","PBO",0.731600297,0.751270782,0.891798731,435
"788","Dutsin-Ma","Rimi",2024,"Dutsin-Ma",0.8,0.8,0.8,0.8,2,"march","PBO",0.731600297,0.751270782,0.891798731,1530
"789","Faskari","Giwa",2021,"Faskari",0.8,0.8,0.8,0.8,1,"august","PBO",0.713932669,0.751102753,0.881732715,588
"790","Faskari","Giwa",2024,"Faskari",0.8,0.8,0.8,0.8,2,"august","PBO",0.713932669,0.751102753,0.881732715,1683
"791","Funtua","Gwarzo",2021,"Funtua",0.8,0.8,0.8,0.8,1,"august","PBO",0.500280747,0.746560342,0.647463373,588
"792","Funtua","Gwarzo",2024,"Funtua",0.8,0.8,0.8,0.8,2,"august","PBO",0.500280747,0.746560342,0.647463373,1683
"793","Irele","Akinyele",2020,"Irele",0.8,0.8,0.8,0.8,1,"may","PBO",0.393822894,0.739590471,0.65,131
"794","Asa","Oke-Ero",2023,"Asa",0.8,0.8,0.8,0.8,2,"july","PBO",0.293917451,0.722584104,0.65,1281
"795","Ingawa","Rimi",2021,"Ingawa",0.931034483,0.833333333,0.8,0.818181818,1,"march","PBO",0.687125681,0.750812891,0.864552136,435
"796","Ingawa","Rimi",2024,"Ingawa",0.931034483,0.833333333,0.8,0.818181818,2,"march","PBO",0.687125681,0.750812891,0.864552136,1530
"797","Kafur","Gwarzo",2021,"Kafur",0.8,0.8,0.8,0.8,1,"august","PBO",0.742026184,0.751362388,0.897314414,588
"798","Kafur","Gwarzo",2024,"Kafur",0.8,0.8,0.8,0.8,2,"august","PBO",0.742026184,0.751362388,0.897314414,1683
"799","Kankara","Rimi",2021,"Kankara",0.918032787,0.857142857,0.844444444,0.911392405,1,"march","PBO",0.803891608,0.751811211,0.924520058,435
"800","Kankara","Rimi",2024,"Kankara",0.918032787,0.857142857,0.844444444,0.911392405,2,"march","PBO",0.803891608,0.751811211,0.924520058,1530
"801","Kankia","Rimi",2021,"Kankia",0.85,0.821428571,0.833333333,0.835820896,1,"march","PBO",0.757287742,0.751487324,0.904863131,435
"802","Kankia","Rimi",2024,"Kankia",0.85,0.821428571,0.833333333,0.835820896,2,"march","PBO",0.757287742,0.751487324,0.904863131,1530
"803","Katsina","Rimi",2021,"Katsina",0.8,0.8,0.8,0.8,1,"march","PBO",0.71205914,0.751083925,0.880609312,435
"804","Katsina","Rimi",2024,"Katsina",0.8,0.8,0.8,0.8,2,"march","PBO",0.71205914,0.751083925,0.880609312,1530
"805","Kurfi","Rimi",2021,"Kurfi",0.8,0.8,0.8,0.8,1,"march","PBO",0.682045441,0.750752634,0.861013305,435
"806","Kurfi","Rimi",2024,"Kurfi",0.8,0.8,0.8,0.8,2,"march","PBO",0.682045441,0.750752634,0.861013305,1530
"807","Kusada","Rimi",2021,"Kusada",0.8,0.8,0.8,0.8,1,"march","PBO",0.768769267,0.75157471,0.910157594,435
"808","Kusada","Rimi",2024,"Kusada",0.8,0.8,0.8,0.8,2,"march","PBO",0.768769267,0.75157471,0.910157594,1530
"809","Malumfashi","Gwarzo",2021,"Malumfashi",0.8,0.8,0.8,0.8,1,"august","PBO",0.793678153,0.751746863,0.920609989,588
"810","Malumfashi","Gwarzo",2024,"Malumfashi",0.8,0.8,0.8,0.8,2,"august","PBO",0.793678153,0.751746863,0.920609989,1683
"811","Mani","Rimi",2021,"Mani",0.8,0.8,0.8,0.8,1,"march","PBO",0.663582347,0.750517535,0.847322981,435
"812","Mani","Rimi",2024,"Mani",0.8,0.8,0.8,0.8,2,"march","PBO",0.663582347,0.750517535,0.847322981,1530
"813","Matazuu","Rimi",2021,"Matazuu",0.961538462,0.923076923,0.941176471,0.984615385,1,"march","PBO",0.801649222,0.751797373,0.923679212,435
"814","Matazuu","Rimi",2024,"Matazuu",0.961538462,0.923076923,0.941176471,0.984615385,2,"march","PBO",0.801649222,0.751797373,0.923679212,1530
"815","Birnin Kebbi","Birnin Kebbi",2021,"Birnin Kebbi",0.874349018,0.8,0.8,0.8,1,"august","PBO",0.745947987,0.751395499,0.899312266,588
"816","Birnin Kebbi","Birnin Kebbi",2024,"Birnin Kebbi",0.874349018,0.8,0.8,0.8,2,"august","PBO",0.745947987,0.751395499,0.899312266,1683
"817","Musawa","Gwarzo",2021,"Musawa",0.8,0.8,0.8,0.8,1,"august","PBO",0.831548285,0.751969493,0.93412969,588
"818","Musawa","Gwarzo",2024,"Musawa",0.8,0.8,0.8,0.8,2,"august","PBO",0.831548285,0.751969493,0.93412969,1683
"819","Rimi","Rimi",2021,"Rimi",0.8,0.8,0.8,0.8,1,"march","PBO",0.681368316,0.750744464,0.860534422,435
"820","Rimi","Rimi",2024,"Rimi",0.8,0.8,0.8,0.8,2,"march","PBO",0.681368316,0.750744464,0.860534422,1530
"821","Sabuwa","Giwa",2021,"Sabuwa",0.8,0.8,0.8,0.8,1,"august","PBO",0.595830662,0.749380719,0.784000715,588
"822","Sabuwa","Giwa",2024,"Sabuwa",0.8,0.8,0.8,0.8,2,"august","PBO",0.595830662,0.749380719,0.784000715,1683
"823","Safana","Babura",2021,"Safana",0.952380952,0.852941176,0.882352941,0.942028986,1,"may","PBO",0.597825124,0.749421794,0.786202556,496
"824","Safana","Babura",2024,"Safana",0.952380952,0.852941176,0.882352941,0.942028986,2,"may","PBO",0.597825124,0.749421794,0.786202556,1591
"825","Sandamu","Rimi",2021,"Sandamu",0.8,0.8,0.8,0.8,1,"march","PBO",0.756649451,0.751482305,0.904559365,435
"826","Sandamu","Rimi",2024,"Sandamu",0.8,0.8,0.8,0.8,2,"march","PBO",0.756649451,0.751482305,0.904559365,1530
"827","Aleiro","Birnin Kebbi",2021,"Aleiro",0.8,0.8,0.8,0.8,1,"august","PBO",0.705366928,0.75101499,0.876504706,588
"828","Aleiro","Birnin Kebbi",2024,"Aleiro",0.8,0.8,0.8,0.8,2,"august","PBO",0.705366928,0.75101499,0.876504706,1683
"829","Argungu","Birnin Kebbi",2021,"Argungu",0.880353787,0.8,0.8,0.878877198,1,"august","PBO",0.749755556,0.751426969,0.901212994,588
"830","Argungu","Birnin Kebbi",2024,"Argungu",0.880353787,0.8,0.8,0.878877198,2,"august","PBO",0.749755556,0.751426969,0.901212994,1683
"831","Augie","Birnin Kebbi",2021,"Augie",0.977777778,0.8,0.85,0.909090909,1,"august","PBO",0.747566745,0.751408959,0.900124986,588
"832","Augie","Birnin Kebbi",2024,"Augie",0.977777778,0.8,0.85,0.909090909,2,"august","PBO",0.747566745,0.751408959,0.900124986,1683
"833","Bunza","Birnin Kebbi",2021,"Bunza",0.8,0.8,0.8,0.8,1,"august","PBO",0.672182056,0.750630297,0.853865687,588
"834","Bunza","Birnin Kebbi",2024,"Bunza",0.8,0.8,0.8,0.8,2,"august","PBO",0.672182056,0.750630297,0.853865687,1683
"835","Fakai","Birnin Kebbi",2021,"Fakai",0.925,0.807692308,0.8,0.8,1,"august","PBO",0.590008654,0.749257634,0.777441649,588
"836","Fakai","Birnin Kebbi",2024,"Fakai",0.925,0.807692308,0.8,0.8,2,"august","PBO",0.590008654,0.749257634,0.777441649,1683
"837","Gwandu","Birnin Kebbi",2021,"Gwandu",0.8,0.8,0.8,0.865671642,1,"august","PBO",0.783737788,0.751680862,0.916600395,588
"838","Gwandu","Birnin Kebbi",2024,"Gwandu",0.8,0.8,0.8,0.865671642,2,"august","PBO",0.783737788,0.751680862,0.916600395,1683
"839","Jega","Birnin Kebbi",2021,"Jega",0.934417004,0.8,0.8,0.915591009,1,"august","PBO",0.700200915,0.750959923,0.873235608,588
"840","Jega","Birnin Kebbi",2024,"Jega",0.934417004,0.8,0.8,0.915591009,2,"august","PBO",0.700200915,0.750959923,0.873235608,1683
"841","Kalgo","Birnin Kebbi",2021,"Kalgo",0.927737471,0.8,0.8,0.876524196,1,"august","PBO",0.681068976,0.750740842,0.860322174,588
"842","Kalgo","Birnin Kebbi",2024,"Kalgo",0.927737471,0.8,0.8,0.876524196,2,"august","PBO",0.681068976,0.750740842,0.860322174,1683
"843","Irepo","Oke-Ero",2020,"Irepo",0.8,0.8,0.8,0.8,1,"july","PBO",0.40196685,0.740377609,0.65,186
"844","Iseyin","Akinyele",2023,"Iseyin",0.8,0.8,0.8,0.8,2,"may","PBO",0.381804807,0.738315731,0.65,1226
"845","Maiyama","Birnin Kebbi",2021,"Maiyama",0.875,0.8,0.8,0.8,1,"august","PBO",0.635960953,0.750112248,0.824186416,588
"846","Maiyama","Birnin Kebbi",2024,"Maiyama",0.875,0.8,0.8,0.8,2,"august","PBO",0.635960953,0.750112248,0.824186416,1683
"847","Ngaski","Owan East",2021,"Ngaski",0.967346939,0.876599634,0.8,0.859334625,1,"march","PBO",0.50355318,0.746693078,0.653290987,435
"848","Ngaski","Owan East",2024,"Ngaski",0.967346939,0.876599634,0.8,0.859334625,2,"march","PBO",0.50355318,0.746693078,0.653290987,1530
"849","Sakaba","Alkaleri",2021,"Sakaba",0.8,0.8,0.8,0.8,1,"july","PBO",0.671709859,0.750624257,0.853514086,551
"850","Sakaba","Alkaleri",2024,"Sakaba",0.8,0.8,0.8,0.8,2,"july","PBO",0.671709859,0.750624257,0.853514086,1646
"851","Shanga","Birnin Kebbi",2021,"Shanga",0.973684211,0.814814815,0.8,0.8,1,"august","PBO",0.602629245,0.749518527,0.791413555,588
"852","Shanga","Birnin Kebbi",2024,"Shanga",0.973684211,0.814814815,0.8,0.8,2,"august","PBO",0.602629245,0.749518527,0.791413555,1683
"853","Suru","Birnin Kebbi",2021,"Suru",0.93877551,0.806451613,0.8,0.819444444,1,"august","PBO",0.607478923,0.749613109,0.796543618,588
"854","Suru","Birnin Kebbi",2024,"Suru",0.93877551,0.806451613,0.8,0.819444444,2,"august","PBO",0.607478923,0.749613109,0.796543618,1683
"855","Wasagu/Danko","Alkaleri",2021,"Wasagu-Danko",0.95,0.947368421,0.8,0.90625,1,"july","PBO",0.603250653,0.749530816,0.792078141,551
"856","Wasagu/Danko","Alkaleri",2024,"Wasagu-Danko",0.95,0.947368421,0.8,0.90625,2,"july","PBO",0.603250653,0.749530816,0.792078141,1646
"857","Yauri","Birnin Kebbi",2021,"Yauri",0.98183935,0.929500384,0.8,0.89052381,1,"august","PBO",0.619243928,0.749830456,0.808463035,588
"858","Yauri","Birnin Kebbi",2024,"Yauri",0.98183935,0.929500384,0.8,0.89052381,2,"august","PBO",0.619243928,0.749830456,0.808463035,1683
"859","Zuru","Alkaleri",2021,"Zuru",0.8,0.913043478,0.8,0.895833333,1,"july","PBO",0.60621808,0.749588809,0.795222309,551
"860","Zuru","Alkaleri",2024,"Zuru",0.8,0.913043478,0.8,0.895833333,2,"july","PBO",0.60621808,0.749588809,0.795222309,1646
"861","Irepodun1","Owan East",2020,"Irepodun1",0.8,0.8,0.8,0.8,1,"march","PBO",0.354587436,0.734832129,0.65,70
"862","Adavi","Owan East",2023,"Adavi",0.830655145,0.8,0.8,0.8,2,"march","PBO",0.308698703,0.726323559,0.65,1165
"863","Irepodun2","Akinyele",2020,"Irepodun2",0.8,0.8,0.8,0.8,1,"may","PBO",0.48248331,0.745776531,0.65,131
"864","Ajaokuta","Owan East",2023,"Ajaokuta",0.8,0.8,0.8,0.8,2,"march","PBO",0.321205627,0.729055954,0.65,1165
"865","Irepodun/Ifelodun","Oke-Ero",2020,"Irepodun-Ifelodun",0.8,0.8,0.8,0.8,1,"july","PBO",0.314066122,0.727540664,0.65,186
"866","Ankpa","Owan East",2023,"Ankpa",0.8,0.8,0.8,0.8,2,"march","PBO",0.382494781,0.738392834,0.65,1165
"867","Irewole","Akinyele",2020,"Irewole",0.8,0.8,0.8,0.8,1,"may","PBO",0.390385171,0.739240199,0.65,131
"868","Bassa1","Keana",2023,"Bassa1",0.9,0.8,0.8,0.846153846,2,"august","PBO",0.406315085,0.74077469,0.65,1318
"869","Isa","Rimi",2020,"Isa",0.8,0.8,0.8,0.8,1,"march","PBO",0.799422792,0.751783474,0.922834645,70
"870","Dekina","Owan East",2023,"Dekina",0.8,0.8,0.8,0.8,2,"march","PBO",0.371777405,0.737136714,0.65,1165
"871","Ise/Orun","Oke-Ero",2020,"Ise-Orun",0.8,0.8,0.8,0.8,1,"july","PBO",0.409896538,0.74109031,0.65,186
"872","Edu","Oke-Ero",2023,"Edu",0.8,0.8,0.8,0.8,2,"july","PBO",0.339359862,0.732438241,0.65,1281
"873","Iseyin","Akinyele",2020,"Iseyin",0.8,0.8,0.8,0.8,1,"may","PBO",0.381804807,0.738315731,0.65,131
"874","Ibaji","Uzo-Uwani",2023,"Ibaji",0.8,0.8,0.8,0.8,2,"june","PBO",0.335530068,0.731776216,0.65,1257
"875","Ishielu","Owan East",2020,"Ishielu",0.8,0.8,0.8,0.8,1,"march","PBO",0.402215764,0.740400762,0.65,70
"876","Idah","Uzo-Uwani",2023,"Idah",0.8,0.8,0.8,0.8,2,"june","PBO",0.382023573,0.738340231,0.65,1257
"877","Isiala Mbano","Ngor-Okpala",2020,"Isiala Mbano",0.8,0.8,0.8,0.8,1,"june","PBO",0.468083262,0.745056709,0.65,162
"878","Igalamela-Odolu","Uzo-Uwani",2023,"Igalamela-Odolu",0.845747123,0.8,0.8,0.8,2,"june","PBO",0.344682632,0.733316763,0.65,1257
"879","Isiala-Ngwa North","Ngor-Okpala",2020,"Isiala-Ngwa North",0.8,0.8,0.8,0.8,1,"june","PBO",0.347639146,0.733784825,0.65,162
"880","Ijumu","Oke-Ero",2023,"Ijumu",0.8,0.8,0.8,0.8,2,"july","PBO",0.312708323,0.727239315,0.65,1281
"881","Isiala-Ngwa South","Ngor-Okpala",2020,"Isiala-Ngwa South",0.8,0.8,0.8,0.8,1,"june","PBO",0.381316588,0.738260872,0.65,162
"882","Kabba/Bunu","Oke-Ero",2023,"Kabba-Bunu",0.8,0.8,0.8,0.8,2,"july","PBO",0.319779497,0.728762304,0.65,1281
"883","Isin","Oke-Ero",2020,"Isin",0.8,0.8,0.8,0.8,1,"july","PBO",0.349688854,0.734101315,0.65,186
"884","Kogi","Keana",2023,"Kogi",0.8,0.8,0.8,0.8,2,"august","PBO",0.368216183,0.736690199,0.65,1318
"885","Isi-Uzo","Owan East",2020,"Isi-Uzo",0.8,0.8,0.8,0.8,1,"march","PBO",0.425114132,0.742325146,0.65,70
"886","Lokoja","Keana",2023,"Lokoja",0.8,0.8,0.8,0.8,2,"august","PBO",0.314676325,0.727674684,0.65,1318
"887","Isokan","Akinyele",2020,"Isokan",0.8,0.8,0.8,0.8,1,"may","PBO",0.367314771,0.736574739,0.65,131
"888","Mopa-Muro","Oke-Ero",2023,"Mopa-Muro",0.8,0.8,0.8,0.8,2,"july","PBO",0.291856976,0.722013254,0.65,1281
"889","Isu","Ngor-Okpala",2020,"Isu",0.8,0.8,0.8,0.8,1,"june","PBO",0.310898215,0.726830753,0.65,162
"890","Ofu","Owan East",2023,"Ofu",0.8,0.8,0.8,0.8,2,"march","PBO",0.33495597,0.731674733,0.65,1165
"891","Isuikwato","Ngor-Okpala",2020,"Isuikwato",0.8,0.8,0.8,0.8,1,"june","PBO",0.414408176,0.741473832,0.65,162
"892","Okehi","Owan East",2023,"Okehi",0.8,0.8,0.8,0.8,2,"march","PBO",0.293031638,0.722340278,0.65,1165
"893","Itesiwaju","Akinyele",2020,"Itesiwaju",0.8,0.8,0.8,0.8,1,"may","PBO",0.428195908,0.742555826,0.65,131
"894","Okene","Owan East",2023,"Okene",0.8,0.8,0.8,0.8,2,"march","PBO",0.275677686,0.717045537,0.65,1165
"895","Ivo","Ngor-Okpala",2020,"Ivo",0.8,0.8,0.8,0.8,1,"june","PBO",0.433913174,0.742967876,0.65,162
"896","Olamabolo","Owan East",2023,"Olamabolo",0.8,0.8,0.8,0.8,2,"march","PBO",0.317039805,0.728185686,0.65,1165
"897","Iwajowa","Oke-Ero",2020,"Iwajowa",0.8,0.8,0.8,0.8,1,"july","PBO",0.430464219,0.742721733,0.65,186
"898","Omala","Keana",2023,"Omala",0.8,0.8,0.8,0.8,2,"august","PBO",0.455368605,0.74434768,0.65,1318
"899","Iwo","Akinyele",2020,"Iwo",0.8,0.8,0.8,0.8,1,"may","PBO",0.456747451,0.744428187,0.65,131
"900","Yagba East","Oke-Ero",2023,"Yagba East",0.8,0.8,0.8,0.8,2,"july","PBO",0.291276571,0.721850099,0.65,1281
"901","Izzi","Owan East",2020,"Izzi",0.8,0.8,0.8,0.8,1,"march","PBO",0.409695434,0.741072853,0.65,70
"902","Ifelodun1","Oke-Ero",2023,"Ifelodun1",0.8,0.8,0.8,0.8,2,"july","PBO",0.357982328,0.735318302,0.65,1281
"903","Jada","Alkaleri",2020,"Jada",0.8,0.8,0.8,0.8,1,"july","PBO",0.556558753,0.748447432,0.735699981,186
"904","Ilorin East","Oke-Ero",2023,"Ilorin East",0.8,0.8,0.8,0.8,2,"july","Urban areas",0.350824888,0.419388367,0.53,1281
"905","Jere","Gawabawa",2020,"Jere",0.8,0.8,0.8,0.8,1,"august","Urban areas",0.753750697,0.691561556,0.867739549,223
"906","Ilorin South","Oke-Ero",2023,"Ilorin South",0.8,0.8,0.8,0.8,2,"july","PBO",0.316790933,0.728132477,0.65,1281
"907","Jos East","Soba",2020,"Jos East",0.8,0.8,0.8,0.8,1,"july","PBO",0.522538958,0.747401474,0.685326633,186
"908","Ilorin West","Owan East",2023,"Ilorin West",0.8,0.8,0.8,0.8,2,"march","Urban areas",0.300629985,0.378056657,0.53,1165
"909","Jos North","Soba",2020,"Jos North",0.8,0.8,0.8,0.8,1,"july","Urban areas",0.493441356,0.533403445,0.53,186
"910","Irepodun1","Owan East",2023,"Irepodun1",0.8,0.8,0.8,0.8,2,"march","PBO",0.354587436,0.734832129,0.65,1165
"911","Jos South","Soba",2020,"Jos South",0.8,0.8,0.8,0.8,1,"july","Urban areas",0.463767002,0.510654246,0.53,186
"912","Itesiwaju","Akinyele",2023,"Itesiwaju",0.8,0.8,0.8,0.8,2,"may","PBO",0.428195908,0.742555826,0.65,1226
"913","Kabba/Bunu","Oke-Ero",2020,"Kabba-Bunu",0.8,0.8,0.8,0.8,1,"july","PBO",0.319779497,0.728762304,0.65,186
"914","Isin","Oke-Ero",2023,"Isin",0.8,0.8,0.8,0.8,2,"july","PBO",0.349688854,0.734101315,0.65,1281
"915","Kaga","Darazo",2020,"Kaga",0.8,0.8,0.8,0.8,1,"july","PBO",0.674887541,0.750664577,0.855863415,186
"916","Kaiama","Oke-Ero",2023,"Kaiama",0.8,0.8,0.8,0.8,2,"july","PBO",0.409404988,0.741047587,0.65,1281
"917","Kaiama","Oke-Ero",2020,"Kaiama",0.8,0.8,0.8,0.8,1,"july","PBO",0.409404988,0.741047587,0.65,186
"918","Moro","Oke-Ero",2023,"Moro",0.8,0.8,0.8,0.8,2,"july","PBO",0.336971467,0.732028408,0.65,1281
"919","Kaita","Rimi",2021,"Kaita",0.882352941,0.8,0.8,0.8,1,"march","PBO",0.68725966,0.750814455,0.864644186,435
"920","Offa","Akinyele",2023,"Offa",0.8,0.8,0.8,0.8,2,"may","PBO",0.350724749,0.734258828,0.65,1226
"921","Kajola","Akinyele",2020,"Kajola",0.8,0.8,0.8,0.8,1,"may","PBO",0.406200649,0.740764438,0.65,131
"922","Oke-Ero","Oke-Ero",2023,"Oke-Ero",0.8,0.8,0.8,0.8,2,"july","PBO",0.328086235,0.730412901,0.65,1281
"923","Kala/Balge","Darazo",2020,"Kala-Balge",0.8,0.8,0.8,0.8,1,"july","PBO",0.645505958,0.75026024,0.832564542,186
"924","Kajola","Akinyele",2023,"Kajola",0.8,0.8,0.8,0.8,2,"may","PBO",0.406200649,0.740764438,0.65,1226
"925","Kanam","Alkaleri",2020,"Kanam",0.8,0.8,0.8,0.8,1,"july","PBO",0.551419778,0.748305371,0.728631858,186
"926","Oyun","Oke-Ero",2023,"Oyun",0.8,0.8,0.8,0.8,2,"july","PBO",0.379244204,0.738025187,0.65,1281
"927","Kanke","Alkaleri",2020,"Kanke",0.8,0.8,0.8,0.8,1,"july","PBO",0.64202109,0.750207233,0.8295543,186
"928","Pategi","Oke-Ero",2023,"Pategi",0.8,0.8,0.8,0.8,2,"july","PBO",0.318277299,0.728448199,0.65,1281
"929","Katsina-Ala","Keana",2020,"Katsina-Ala",0.8,0.8,0.8,0.8,1,"august","PBO",0.338062239,0.73221681,0.65,223
"930","Agege","Uzo-Uwani",2023,"Agege",0.8,0.8,0.8,0.8,2,"june","Urban areas",0.445938468,0.49666464,0.53,1257
"931","Kaura-Namoda","Rimi",2020,"Kaura-Namoda",0.8,0.8,0.8,0.8,1,"march","PBO",0.83259153,0.751975042,0.934466138,70
"932","Ajeromi-Ifelodun","Uzo-Uwani",2023,"Ajeromi-Ifelodun",0.8,0.8,0.8,0.8,2,"june","Urban areas",0.442448497,0.493901179,0.53,1257
"933","Kebbe","Birnin Kebbi",2020,"Kebbe",0.8,0.8,0.8,0.8,1,"august","PBO",0.694602402,0.750898345,0.869590762,223
"934","Alimosho","Uzo-Uwani",2023,"Alimosho",0.8,0.8,0.8,0.8,2,"june","Urban areas",0.431973509,0.485561977,0.53,1257
"935","Khana","Nsit Ubium",2020,"Khana",0.8,0.8,0.8,0.8,1,"june","PBO",0.213023685,0.686013131,0.65,162
"936","Apapa","Isoko South",2023,"Apapa",0.8,0.8,0.8,0.8,2,"june","Urban areas",0.464571223,0.511279973,0.53,1257
"937","Kiyawa","Takali",2021,"Kiyawa",0.836363636,0.8,0.8,0.823529412,1,"september","PBO",0.77870611,0.751646116,0.914490448,615
"938","Epe","Uzo-Uwani",2023,"Epe",0.8,0.8,0.8,0.8,2,"june","PBO",0.40174632,0.740357052,0.65,1257
"939","Kogi","Keana",2020,"Kogi",0.8,0.8,0.8,0.8,1,"august","PBO",0.368216183,0.736690199,0.65,223
"940","Ifako-Ijaye","Uzo-Uwani",2023,"Ifako-Ijaye",0.8,0.8,0.8,0.8,2,"june","PBO",0.390672088,0.739269859,0.65,1257
"941","Kolokuma/Opokuma","Ahoada West",2020,"Kolokuma-Opokuma",0.8,0.8,0.8,0.8,1,"may","PBO",0.224180225,0.693359192,0.65,131
"942","Ikeja","Uzo-Uwani",2023,"Ikeja",0.8,0.8,0.8,0.8,2,"june","Urban areas",0.481253048,0.524146789,0.53,1257
"943","Konduga","Darazo",2020,"Konduga",0.8,0.8,0.8,0.8,1,"july","PBO",0.74032898,0.751347835,0.896436989,186
"944","Mushin","Isoko South",2023,"Mushin",0.8,0.8,0.8,0.8,2,"june","Urban areas",0.475938767,0.520071762,0.53,1257
"945","Kokona","Oke-Ero",2021,"Kokona",0.8,0.8,0.8,0.8,1,"july","PBO",0.460705224,0.744654268,0.65,551
"946","Kokona","Oke-Ero",2024,"Kokona",0.8,0.8,0.8,0.8,2,"july","PBO",0.460705224,0.744654268,0.65,1646
"947","Konshisha","Oke-Ero",2020,"Konshisha",0.8,0.8,0.8,0.8,1,"july","PBO",0.393916167,0.739599821,0.65,186
"948","Ojo","Isoko South",2023,"Ojo",0.8,0.8,0.8,0.8,2,"june","PBO",0.435361631,0.7430691,0.65,1257
"949","Kosofe","Isoko South",2020,"Kosofe",0.8,0.8,0.8,0.8,1,"june","Urban areas",0.4609272,0.508440915,0.53,162
"950","Oshodi-Isolo","Uzo-Uwani",2023,"Oshodi-Isolo",0.8,0.8,0.8,0.8,2,"june","Urban areas",0.465655625,0.512122932,0.53,1257
"951","Kuje","Keana",2020,"Kuje",0.8,0.8,0.8,0.8,1,"august","PBO",0.448338859,0.743922635,0.65,223
"952","Surulere1","Oke-Ero",2023,"Surulere1",0.8,0.8,0.8,0.8,2,"july","Urban areas",0.464358896,0.511114818,0.53,1281
"953","Akwanga","Oke-Ero",2021,"Akwanga",0.822883221,0.800838317,0.8,0.8,1,"july","PBO",0.509076895,0.746909746,0.662920161,551
"954","Akwanga","Oke-Ero",2024,"Akwanga",0.822883221,0.800838317,0.8,0.8,2,"july","PBO",0.509076895,0.746909746,0.662920161,1646
"955","Obi2","Keana",2021,"Obi2",0.823529412,0.85,0.8,0.8,1,"august","PBO",0.47867099,0.745593933,0.65,588
"956","Obi2","Keana",2024,"Obi2",0.823529412,0.85,0.8,0.8,2,"august","PBO",0.47867099,0.745593933,0.65,1683
"957","Awe","Keana",2021,"Awe",0.8,0.8,0.8,0.8,1,"august","PBO",0.564364244,0.7486536,0.746088911,588
"958","Awe","Keana",2024,"Awe",0.8,0.8,0.8,0.8,2,"august","PBO",0.564364244,0.7486536,0.746088911,1683
"959","Doma","Keana",2021,"Doma",0.8,0.8,0.8,0.8,1,"august","PBO",0.39040939,0.739242706,0.65,588
"960","Doma","Keana",2024,"Doma",0.8,0.8,0.8,0.8,2,"august","PBO",0.39040939,0.739242706,0.65,1683
"961","Karu","Oke-Ero",2021,"Karu",0.8,0.8,0.8,0.8,1,"july","PBO",0.470750314,0.745196366,0.65,551
"962","Karu","Oke-Ero",2024,"Karu",0.8,0.8,0.8,0.8,2,"july","PBO",0.470750314,0.745196366,0.65,1646
"963","Keana","Keana",2021,"Keana",0.8,0.8,0.8,0.8,1,"august","PBO",0.38719336,0.738904886,0.65,588
"964","Keana","Keana",2024,"Keana",0.8,0.8,0.8,0.8,2,"august","PBO",0.38719336,0.738904886,0.65,1683
"965","Keffi","Oke-Ero",2021,"Keffi",0.8,0.8,0.8,0.8,1,"july","PBO",0.452112722,0.744153897,0.65,551
"966","Keffi","Oke-Ero",2024,"Keffi",0.8,0.8,0.8,0.8,2,"july","PBO",0.452112722,0.744153897,0.65,1646
"967","Lafia","Alkaleri",2021,"Lafia",0.8,0.8,0.8,0.8,1,"july","PBO",0.503966925,0.746709625,0.654021235,551
"968","Lafia","Alkaleri",2024,"Lafia",0.8,0.8,0.8,0.8,2,"july","PBO",0.503966925,0.746709625,0.654021235,1646
"969","Nasarawa2","Keana",2021,"Nasarawa2",0.8,0.8,0.8,0.8,1,"august","PBO",0.379114078,0.738010234,0.65,588
"970","Nasarawa2","Keana",2024,"Nasarawa2",0.8,0.8,0.8,0.8,2,"august","PBO",0.379114078,0.738010234,0.65,1683
"971","Nasarawa-Eggon","Alkaleri",2021,"Nasarawa-Eggon",0.8,0.8,0.8,0.8,1,"july","PBO",0.497648158,0.746451112,0.65,551
"972","Nasarawa-Eggon","Alkaleri",2024,"Nasarawa-Eggon",0.8,0.8,0.8,0.8,2,"july","PBO",0.497648158,0.746451112,0.65,1646
"973","Chanchaga","Keana",2022,"Chanchaga",0.8,0.8,0.8,0.8,1,"august","PBO",0.393820889,0.73959027,0.65,953
