State,LGA,repDS,peak,simday,year,round,duration,coverage_high_access,coverage_low_access,max_age
Kaduna,Kauru,Soba,july,2104,2025,4,-1,1,0.6,5
Kaduna,Kubau,Soba,july,2014,2025,1,-1,1,0.6,5
Kaduna,Kubau,Soba,july,2044,2025,2,-1,1,0.6,5
Kaduna,Kubau,Soba,july,2074,2025,3,-1,1,0.6,5
Kaduna,Kubau,Soba,july,2104,2025,4,-1,1,0.6,5
Kaduna,Kudan,Giwa,august,2049,2025,1,-1,1,0.6,5
Kaduna,Kudan,Giwa,august,2079,2025,2,-1,1,0.6,5
Kaduna,Kudan,Giwa,august,2109,2025,3,-1,1,0.6,5
Kaduna,Kudan,Giwa,august,2139,2025,4,-1,1,0.6,5
Kaduna,Lere,Soba,july,2014,2025,1,-1,1,0.6,5
Kaduna,Lere,Soba,july,2044,2025,2,-1,1,0.6,5
Kaduna,Lere,Soba,july,2074,2025,3,-1,1,0.6,5
Kaduna,Lere,Soba,july,2104,2025,4,-1,1,0.6,5
Kaduna,Markafi,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Kaduna,Markafi,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Kaduna,Markafi,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Kaduna,Markafi,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Kaduna,Sabon-Gari,Soba,july,2014,2025,1,-1,1,0.6,5
Kaduna,Sabon-Gari,Soba,july,2044,2025,2,-1,1,0.6,5
Kaduna,Sabon-Gari,Soba,july,2074,2025,3,-1,1,0.6,5
Kaduna,Sabon-Gari,Soba,july,2104,2025,4,-1,1,0.6,5
Kaduna,Sanga,Soba,july,2014,2025,1,-1,1,0.6,5
Kaduna,Sanga,Soba,july,2044,2025,2,-1,1,0.6,5
Kaduna,Sanga,Soba,july,2074,2025,3,-1,1,0.6,5
Kaduna,Sanga,Soba,july,2104,2025,4,-1,1,0.6,5
Kaduna,Soba,Soba,july,2014,2025,1,-1,1,0.6,5
Kaduna,Soba,Soba,july,2044,2025,2,-1,1,0.6,5
Kaduna,Soba,Soba,july,2074,2025,3,-1,1,0.6,5
Kaduna,Soba,Soba,july,2104,2025,4,-1,1,0.6,5
Kaduna,Zango-Kataf,Soba,july,2014,2025,1,-1,1,0.6,5
Kaduna,Zango-Kataf,Soba,july,2044,2025,2,-1,1,0.6,5
Kaduna,Zango-Kataf,Soba,july,2074,2025,3,-1,1,0.6,5
Kaduna,Zango-Kataf,Soba,july,2104,2025,4,-1,1,0.6,5
Kaduna,Zaria,Soba,july,2014,2025,1,-1,1,0.6,5
Kaduna,Zaria,Soba,july,2044,2025,2,-1,1,0.6,5
Kaduna,Zaria,Soba,july,2074,2025,3,-1,1,0.6,5
Kaduna,Zaria,Soba,july,2104,2025,4,-1,1,0.6,5
Kano,Ajingi,Taura,july,2014,2025,1,-1,1,0.6,5
Kano,Ajingi,Taura,july,2044,2025,2,-1,1,0.6,5
Kano,Ajingi,Taura,july,2074,2025,3,-1,1,0.6,5
Kano,Ajingi,Taura,july,2104,2025,4,-1,1,0.6,5
Kano,Albasu,Takali,september,2079,2025,1,-1,1,0.6,5
Kano,Albasu,Takali,september,2109,2025,2,-1,1,0.6,5
Kano,Albasu,Takali,september,2139,2025,3,-1,1,0.6,5
Kano,Albasu,Takali,september,2169,2025,4,-1,1,0.6,5
Kano,Bagwai,Babura,may,1951,2025,1,-1,1,0.6,5
Kano,Bagwai,Babura,may,1981,2025,2,-1,1,0.6,5
Kano,Bagwai,Babura,may,2011,2025,3,-1,1,0.6,5
Kano,Bagwai,Babura,may,2041,2025,4,-1,1,0.6,5
Kano,Bebeji,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Kano,Bebeji,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Kano,Bebeji,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Kano,Bebeji,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Kano,Bichi,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Kano,Bichi,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Kano,Bichi,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Kano,Bichi,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Kano,Bunkure,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Kano,Bunkure,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Kano,Bunkure,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Kano,Bunkure,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Kano,Dala,Alkaleri,july,2014,2025,1,-1,1,0.6,5
Kano,Dala,Alkaleri,july,2044,2025,2,-1,1,0.6,5
Kano,Dala,Alkaleri,july,2074,2025,3,-1,1,0.6,5
Kano,Dala,Alkaleri,july,2104,2025,4,-1,1,0.6,5
Kano,Dambatta,Babura,may,1951,2025,1,-1,1,0.6,5
Kano,Dambatta,Babura,may,1981,2025,2,-1,1,0.6,5
Kano,Dambatta,Babura,may,2011,2025,3,-1,1,0.6,5
Kano,Dambatta,Babura,may,2041,2025,4,-1,1,0.6,5
Kano,Dawakin Kudu,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Kano,Dawakin Kudu,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Kano,Dawakin Kudu,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Kano,Dawakin Kudu,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Kano,Dawakin Tofa,Taura,july,2014,2025,1,-1,1,0.6,5
Kano,Dawakin Tofa,Taura,july,2044,2025,2,-1,1,0.6,5
Kano,Dawakin Tofa,Taura,july,2074,2025,3,-1,1,0.6,5
Kano,Dawakin Tofa,Taura,july,2104,2025,4,-1,1,0.6,5
Kano,Doguwa,Giwa,august,2049,2025,1,-1,1,0.6,5
Kano,Doguwa,Giwa,august,2079,2025,2,-1,1,0.6,5
Kano,Doguwa,Giwa,august,2109,2025,3,-1,1,0.6,5
Kano,Doguwa,Giwa,august,2139,2025,4,-1,1,0.6,5
Kano,Fagge,Alkaleri,july,2014,2025,1,-1,1,0.6,5
Kano,Fagge,Alkaleri,july,2044,2025,2,-1,1,0.6,5
Kano,Fagge,Alkaleri,july,2074,2025,3,-1,1,0.6,5
Kano,Fagge,Alkaleri,july,2104,2025,4,-1,1,0.6,5
Kano,Gabasawa,Taura,july,2014,2025,1,-1,1,0.6,5
Kano,Gabasawa,Taura,july,2044,2025,2,-1,1,0.6,5
Kano,Gabasawa,Taura,july,2074,2025,3,-1,1,0.6,5
Kano,Gabasawa,Taura,july,2104,2025,4,-1,1,0.6,5
Kano,Garko,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Kano,Garko,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Kano,Garko,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Kano,Garko,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Kano,Garum Mallam,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Kano,Garum Mallam,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Kano,Garum Mallam,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Kano,Garum Mallam,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Kano,Gaya,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Kano,Gaya,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Kano,Gaya,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Kano,Gaya,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Kano,Gezawa,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Kano,Gezawa,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Kano,Gezawa,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Kano,Gezawa,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Kano,Gwale,Alkaleri,july,2014,2025,1,-1,1,0.6,5
Kano,Gwale,Alkaleri,july,2044,2025,2,-1,1,0.6,5
Kano,Gwale,Alkaleri,july,2074,2025,3,-1,1,0.6,5
Kano,Gwale,Alkaleri,july,2104,2025,4,-1,1,0.6,5
Kano,Gwarzo,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Kano,Gwarzo,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Kano,Gwarzo,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Kano,Gwarzo,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Kano,Kabo,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Kano,Kabo,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Kano,Kabo,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Kano,Kabo,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Kano,Kano Municipal,Alkaleri,july,2014,2025,1,-1,1,0.6,5
Kano,Kano Municipal,Alkaleri,july,2044,2025,2,-1,1,0.6,5
Kano,Kano Municipal,Alkaleri,july,2074,2025,3,-1,1,0.6,5
Kano,Kano Municipal,Alkaleri,july,2104,2025,4,-1,1,0.6,5
Kano,Karaye,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Kano,Karaye,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Kano,Karaye,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Kano,Karaye,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Kano,Kibiya,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Kano,Kibiya,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Kano,Kibiya,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Kano,Kibiya,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Kano,Kiru,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Kano,Kiru,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Kano,Kiru,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Kano,Kiru,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Kano,Kumbotso,Taura,july,2014,2025,1,-1,1,0.6,5
Kano,Kumbotso,Taura,july,2044,2025,2,-1,1,0.6,5
Kano,Kumbotso,Taura,july,2074,2025,3,-1,1,0.6,5
Kano,Kumbotso,Taura,july,2104,2025,4,-1,1,0.6,5
Kano,Kunchi,Babura,may,1951,2025,1,-1,1,0.6,5
Kano,Kunchi,Babura,may,1981,2025,2,-1,1,0.6,5
Kano,Kunchi,Babura,may,2011,2025,3,-1,1,0.6,5
Kano,Kunchi,Babura,may,2041,2025,4,-1,1,0.6,5
Kano,Kura,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Kano,Kura,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Kano,Kura,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Kano,Kura,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Kano,Madobi,Taura,july,2014,2025,1,-1,1,0.6,5
Kano,Madobi,Taura,july,2044,2025,2,-1,1,0.6,5
Kano,Madobi,Taura,july,2074,2025,3,-1,1,0.6,5
Kano,Madobi,Taura,july,2104,2025,4,-1,1,0.6,5
Kano,Makoda,Babura,may,1951,2025,1,-1,1,0.6,5
Kano,Makoda,Babura,may,1981,2025,2,-1,1,0.6,5
Kano,Makoda,Babura,may,2011,2025,3,-1,1,0.6,5
Kano,Makoda,Babura,may,2041,2025,4,-1,1,0.6,5
Kano,Minjibir,Taura,july,2014,2025,1,-1,1,0.6,5
Kano,Minjibir,Taura,july,2044,2025,2,-1,1,0.6,5
Kano,Minjibir,Taura,july,2074,2025,3,-1,1,0.6,5
Kano,Minjibir,Taura,july,2104,2025,4,-1,1,0.6,5
Kano,Nasarawa1,Alkaleri,july,2014,2025,1,-1,1,0.6,5
Kano,Nasarawa1,Alkaleri,july,2044,2025,2,-1,1,0.6,5
Kano,Nasarawa1,Alkaleri,july,2074,2025,3,-1,1,0.6,5
Kano,Nasarawa1,Alkaleri,july,2104,2025,4,-1,1,0.6,5
Kano,Rano,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Kano,Rano,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Kano,Rano,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Kano,Rano,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Kano,Rimin Gado,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Kano,Rimin Gado,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Kano,Rimin Gado,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Kano,Rimin Gado,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Kano,Rogo,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Kano,Rogo,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Kano,Rogo,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Kano,Rogo,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Kano,Shanono,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Kano,Shanono,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Kano,Shanono,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Kano,Shanono,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Kano,Sumaila,Takali,september,2079,2025,1,-1,1,0.6,5
Kano,Sumaila,Takali,september,2109,2025,2,-1,1,0.6,5
Kano,Sumaila,Takali,september,2139,2025,3,-1,1,0.6,5
Kano,Sumaila,Takali,september,2169,2025,4,-1,1,0.6,5
Kano,Takali,Takali,september,2079,2025,1,-1,1,0.6,5
Kano,Takali,Takali,september,2109,2025,2,-1,1,0.6,5
Kano,Takali,Takali,september,2139,2025,3,-1,1,0.6,5
Kano,Takali,Takali,september,2169,2025,4,-1,1,0.6,5
Kano,Tarauni,Alkaleri,july,2014,2025,1,-1,1,0.6,5
Kano,Tarauni,Alkaleri,july,2044,2025,2,-1,1,0.6,5
Kano,Tarauni,Alkaleri,july,2074,2025,3,-1,1,0.6,5
Kano,Tarauni,Alkaleri,july,2104,2025,4,-1,1,0.6,5
Kano,Tofa,Taura,july,2014,2025,1,-1,1,0.6,5
Kano,Tofa,Taura,july,2044,2025,2,-1,1,0.6,5
Kano,Tofa,Taura,july,2074,2025,3,-1,1,0.6,5
Kano,Tofa,Taura,july,2104,2025,4,-1,1,0.6,5
Kano,Tsanyawa,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Kano,Tsanyawa,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Kano,Tsanyawa,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Kano,Tsanyawa,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Kano,Tudun Wada,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Kano,Tudun Wada,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Kano,Tudun Wada,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Kano,Tudun Wada,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Kano,Ungogo,Taura,july,2014,2025,1,-1,1,0.6,5
Kano,Ungogo,Taura,july,2044,2025,2,-1,1,0.6,5
Kano,Ungogo,Taura,july,2074,2025,3,-1,1,0.6,5
Kano,Ungogo,Taura,july,2104,2025,4,-1,1,0.6,5
Kano,Warawa,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Kano,Warawa,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Kano,Warawa,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Kano,Warawa,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Kano,Wudil,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Kano,Wudil,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Kano,Wudil,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Kano,Wudil,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Katsina,Bakori,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Katsina,Bakori,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Katsina,Bakori,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Katsina,Bakori,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Katsina,Batagarawa,Rimi,march,1895,2025,1,-1,1,0.6,5
Katsina,Batagarawa,Rimi,march,1925,2025,2,-1,1,0.6,5
Katsina,Batagarawa,Rimi,march,1955,2025,3,-1,1,0.6,5
Katsina,Batagarawa,Rimi,march,1985,2025,4,-1,1,0.6,5
Katsina,Batsari,Rimi,march,1895,2025,1,-1,1,0.6,5
Katsina,Batsari,Rimi,march,1925,2025,2,-1,1,0.6,5
Katsina,Batsari,Rimi,march,1955,2025,3,-1,1,0.6,5
Katsina,Batsari,Rimi,march,1985,2025,4,-1,1,0.6,5
Katsina,Baure,Babura,may,1951,2025,1,-1,1,0.6,5
Katsina,Baure,Babura,may,1981,2025,2,-1,1,0.6,5
Katsina,Baure,Babura,may,2011,2025,3,-1,1,0.6,5
Katsina,Baure,Babura,may,2041,2025,4,-1,1,0.6,5
Katsina,Bindawa,Rimi,march,1895,2025,1,-1,1,0.6,5
Katsina,Bindawa,Rimi,march,1925,2025,2,-1,1,0.6,5
Katsina,Bindawa,Rimi,march,1955,2025,3,-1,1,0.6,5
Katsina,Bindawa,Rimi,march,1985,2025,4,-1,1,0.6,5
Katsina,Charanchi,Rimi,march,1895,2025,1,-1,1,0.6,5
Katsina,Charanchi,Rimi,march,1925,2025,2,-1,1,0.6,5
Katsina,Charanchi,Rimi,march,1955,2025,3,-1,1,0.6,5
Katsina,Charanchi,Rimi,march,1985,2025,4,-1,1,0.6,5
Katsina,Dan Musa,Rimi,march,1895,2025,1,-1,1,0.6,5
Katsina,Dan Musa,Rimi,march,1925,2025,2,-1,1,0.6,5
Katsina,Dan Musa,Rimi,march,1955,2025,3,-1,1,0.6,5
Katsina,Dan Musa,Rimi,march,1985,2025,4,-1,1,0.6,5
Katsina,Dandume,Giwa,august,2049,2025,1,-1,1,0.6,5
Katsina,Dandume,Giwa,august,2079,2025,2,-1,1,0.6,5
Katsina,Dandume,Giwa,august,2109,2025,3,-1,1,0.6,5
Katsina,Dandume,Giwa,august,2139,2025,4,-1,1,0.6,5
Katsina,Danja,Giwa,august,2049,2025,1,-1,1,0.6,5
Katsina,Danja,Giwa,august,2079,2025,2,-1,1,0.6,5
Katsina,Danja,Giwa,august,2109,2025,3,-1,1,0.6,5
Katsina,Danja,Giwa,august,2139,2025,4,-1,1,0.6,5
Katsina,Daura,Babura,may,1951,2025,1,-1,1,0.6,5
Katsina,Daura,Babura,may,1981,2025,2,-1,1,0.6,5
Katsina,Daura,Babura,may,2011,2025,3,-1,1,0.6,5
Katsina,Daura,Babura,may,2041,2025,4,-1,1,0.6,5
Katsina,Dutsi,Rimi,march,1895,2025,1,-1,1,0.6,5
Katsina,Dutsi,Rimi,march,1925,2025,2,-1,1,0.6,5
Katsina,Dutsi,Rimi,march,1955,2025,3,-1,1,0.6,5
Katsina,Dutsi,Rimi,march,1985,2025,4,-1,1,0.6,5
Katsina,Dutsin-Ma,Rimi,march,1895,2025,1,-1,1,0.6,5
Katsina,Dutsin-Ma,Rimi,march,1925,2025,2,-1,1,0.6,5
Katsina,Dutsin-Ma,Rimi,march,1955,2025,3,-1,1,0.6,5
Katsina,Dutsin-Ma,Rimi,march,1985,2025,4,-1,1,0.6,5
Katsina,Faskari,Giwa,august,2049,2025,1,-1,1,0.6,5
Katsina,Faskari,Giwa,august,2079,2025,2,-1,1,0.6,5
Katsina,Faskari,Giwa,august,2109,2025,3,-1,1,0.6,5
Katsina,Faskari,Giwa,august,2139,2025,4,-1,1,0.6,5
Katsina,Funtua,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Katsina,Funtua,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Katsina,Funtua,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Katsina,Funtua,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Katsina,Ingawa,Rimi,march,1895,2025,1,-1,1,0.6,5
Katsina,Ingawa,Rimi,march,1925,2025,2,-1,1,0.6,5
Katsina,Ingawa,Rimi,march,1955,2025,3,-1,1,0.6,5
Katsina,Ingawa,Rimi,march,1985,2025,4,-1,1,0.6,5
Katsina,Jibia,Rimi,march,1895,2025,1,-1,1,0.6,5
Katsina,Jibia,Rimi,march,1925,2025,2,-1,1,0.6,5
Katsina,Jibia,Rimi,march,1955,2025,3,-1,1,0.6,5
Katsina,Jibia,Rimi,march,1985,2025,4,-1,1,0.6,5
Katsina,Kafur,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Katsina,Kafur,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Katsina,Kafur,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Katsina,Kafur,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Katsina,Kankara,Rimi,march,1895,2025,1,-1,1,0.6,5
Katsina,Kankara,Rimi,march,1925,2025,2,-1,1,0.6,5
Katsina,Kankara,Rimi,march,1955,2025,3,-1,1,0.6,5
Katsina,Kankara,Rimi,march,1985,2025,4,-1,1,0.6,5
Katsina,Kankia,Rimi,march,1895,2025,1,-1,1,0.6,5
Katsina,Kankia,Rimi,march,1925,2025,2,-1,1,0.6,5
Katsina,Kankia,Rimi,march,1955,2025,3,-1,1,0.6,5
Katsina,Kankia,Rimi,march,1985,2025,4,-1,1,0.6,5
Katsina,Katsina,Rimi,march,1895,2025,1,-1,1,0.6,5
Katsina,Katsina,Rimi,march,1925,2025,2,-1,1,0.6,5
Katsina,Katsina,Rimi,march,1955,2025,3,-1,1,0.6,5
Katsina,Katsina,Rimi,march,1985,2025,4,-1,1,0.6,5
Katsina,Kurfi,Rimi,march,1895,2025,1,-1,1,0.6,5
Katsina,Kurfi,Rimi,march,1925,2025,2,-1,1,0.6,5
Katsina,Kurfi,Rimi,march,1955,2025,3,-1,1,0.6,5
Katsina,Kurfi,Rimi,march,1985,2025,4,-1,1,0.6,5
Katsina,Kusada,Rimi,march,1895,2025,1,-1,1,0.6,5
Katsina,Kusada,Rimi,march,1925,2025,2,-1,1,0.6,5
Katsina,Kusada,Rimi,march,1955,2025,3,-1,1,0.6,5
Katsina,Kusada,Rimi,march,1985,2025,4,-1,1,0.6,5
Katsina,Mai'adua,Rimi,march,1895,2025,1,-1,1,0.6,5
Katsina,Mai'adua,Rimi,march,1925,2025,2,-1,1,0.6,5
Katsina,Mai'adua,Rimi,march,1955,2025,3,-1,1,0.6,5
Katsina,Mai'adua,Rimi,march,1985,2025,4,-1,1,0.6,5
Katsina,Malumfashi,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Katsina,Malumfashi,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Katsina,Malumfashi,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Katsina,Malumfashi,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Katsina,Mani,Rimi,march,1895,2025,1,-1,1,0.6,5
Katsina,Mani,Rimi,march,1925,2025,2,-1,1,0.6,5
Katsina,Mani,Rimi,march,1955,2025,3,-1,1,0.6,5
Katsina,Mani,Rimi,march,1985,2025,4,-1,1,0.6,5
Katsina,Mashi,Rimi,march,1895,2025,1,-1,1,0.6,5
Katsina,Mashi,Rimi,march,1925,2025,2,-1,1,0.6,5
Katsina,Mashi,Rimi,march,1955,2025,3,-1,1,0.6,5
Katsina,Mashi,Rimi,march,1985,2025,4,-1,1,0.6,5
Katsina,Matazuu,Rimi,march,1895,2025,1,-1,1,0.6,5
Katsina,Matazuu,Rimi,march,1925,2025,2,-1,1,0.6,5
Katsina,Matazuu,Rimi,march,1955,2025,3,-1,1,0.6,5
Katsina,Matazuu,Rimi,march,1985,2025,4,-1,1,0.6,5
Katsina,Musawa,Gwarzo,august,2049,2025,1,-1,1,0.6,5
Katsina,Musawa,Gwarzo,august,2079,2025,2,-1,1,0.6,5
Katsina,Musawa,Gwarzo,august,2109,2025,3,-1,1,0.6,5
Katsina,Musawa,Gwarzo,august,2139,2025,4,-1,1,0.6,5
Katsina,Rimi,Rimi,march,1895,2025,1,-1,1,0.6,5
Katsina,Rimi,Rimi,march,1925,2025,2,-1,1,0.6,5
Katsina,Rimi,Rimi,march,1955,2025,3,-1,1,0.6,5
Katsina,Rimi,Rimi,march,1985,2025,4,-1,1,0.6,5
Katsina,Sabuwa,Giwa,august,2049,2025,1,-1,1,0.6,5
Katsina,Sabuwa,Giwa,august,2079,2025,2,-1,1,0.6,5
Katsina,Sabuwa,Giwa,august,2109,2025,3,-1,1,0.6,5
Katsina,Sabuwa,Giwa,august,2139,2025,4,-1,1,0.6,5
Katsina,Safana,Babura,may,1951,2025,1,-1,1,0.6,5
Katsina,Safana,Babura,may,1981,2025,2,-1,1,0.6,5
Katsina,Safana,Babura,may,2011,2025,3,-1,1,0.6,5
Katsina,Safana,Babura,may,2041,2025,4,-1,1,0.6,5
Katsina,Sandamu,Rimi,march,1895,2025,1,-1,1,0.6,5
Katsina,Sandamu,Rimi,march,1925,2025,2,-1,1,0.6,5
Katsina,Sandamu,Rimi,march,1955,2025,3,-1,1,0.6,5
Katsina,Sandamu,Rimi,march,1985,2025,4,-1,1,0.6,5
Katsina,Zango,Babura,may,1951,2025,1,-1,1,0.6,5
Katsina,Zango,Babura,may,1981,2025,2,-1,1,0.6,5
Katsina,Zango,Babura,may,2011,2025,3,-1,1,0.6,5
Katsina,Zango,Babura,may,2041,2025,4,-1,1,0.6,5
Katsina,Kaita,Rimi,march,1895,2025,1,-1,1,0.6,5
Katsina,Kaita,Rimi,march,1925,2025,2,-1,1,0.6,5
Katsina,Kaita,Rimi,march,1955,2025,3,-1,1,0.6,5
Katsina,Kaita,Rimi,march,1985,2025,4,-1,1,0.6,5
Kebbi,Aleiro,Birnin Kebbi,august,2049,2025,1,-1,1,0.6,5
Kebbi,Aleiro,Birnin Kebbi,august,2079,2025,2,-1,1,0.6,5
Kebbi,Aleiro,Birnin Kebbi,august,2109,2025,3,-1,1,0.6,5
Kebbi,Aleiro,Birnin Kebbi,august,2139,2025,4,-1,1,0.6,5
Kebbi,Arewa-Dandi,Birnin Kebbi,august,2049,2025,1,-1,1,0.6,5
Kebbi,Arewa-Dandi,Birnin Kebbi,august,2079,2025,2,-1,1,0.6,5
Kebbi,Arewa-Dandi,Birnin Kebbi,august,2109,2025,3,-1,1,0.6,5
Kebbi,Arewa-Dandi,Birnin Kebbi,august,2139,2025,4,-1,1,0.6,5
Kebbi,Argungu,Birnin Kebbi,august,2049,2025,1,-1,1,0.6,5
Kebbi,Argungu,Birnin Kebbi,august,2079,2025,2,-1,1,0.6,5
Kebbi,Argungu,Birnin Kebbi,august,2109,2025,3,-1,1,0.6,5
Kebbi,Argungu,Birnin Kebbi,august,2139,2025,4,-1,1,0.6,5
Kebbi,Augie,Birnin Kebbi,august,2049,2025,1,-1,1,0.6,5
Kebbi,Augie,Birnin Kebbi,august,2079,2025,2,-1,1,0.6,5
Kebbi,Augie,Birnin Kebbi,august,2109,2025,3,-1,1,0.6,5
Kebbi,Augie,Birnin Kebbi,august,2139,2025,4,-1,1,0.6,5
Kebbi,Bagudo,Birnin Kebbi,august,2049,2025,1,-1,1,0.6,5
Kebbi,Bagudo,Birnin Kebbi,august,2079,2025,2,-1,1,0.6,5
Kebbi,Bagudo,Birnin Kebbi,august,2109,2025,3,-1,1,0.6,5
Kebbi,Bagudo,Birnin Kebbi,august,2139,2025,4,-1,1,0.6,5
Kebbi,Birnin Kebbi,Birnin Kebbi,august,2049,2025,1,-1,1,0.6,5
Kebbi,Birnin Kebbi,Birnin Kebbi,august,2079,2025,2,-1,1,0.6,5
Kebbi,Birnin Kebbi,Birnin Kebbi,august,2109,2025,3,-1,1,0.6,5
Kebbi,Birnin Kebbi,Birnin Kebbi,august,2139,2025,4,-1,1,0.6,5
Kebbi,Bunza,Birnin Kebbi,august,2049,2025,1,-1,1,0.6,5
