,LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,kill_rate,round,peak,simday,MapA_mix,llin_type
729,Daura,Babura,2021,Daura,0.519412943,0.420582088,0.468171518,0.45305405,0.7188,1,may,496,CM+IPTp+IRS+SMC,itn_pbo
730,Daura,Babura,2024,Daura,0.519412943,0.420582088,0.468171518,0.45305405,0.7188,2,may,1591,CM+IPTp+IRS+SMC,itn_pbo
731,Bakori,Gwarzo,2021,Bakori,0.66,0.756097561,0.71875,0.739726027,0.7188,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
732,Bakori,Gwarzo,2024,Bakori,0.66,0.756097561,0.71875,0.739726027,0.7188,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
733,Batagarawa,Rimi,2021,Batagarawa,0.754530143,0.524184174,0.475913102,0.694047638,0.7188,1,march,435,CM+IPTp+IRS+SMC,itn_pbo
734,Batagarawa,Rimi,2024,Batagarawa,0.754530143,0.524184174,0.475913102,0.694047638,0.7188,2,march,1530,CM+IPTp+IRS+SMC,itn_pbo
735,Batsari,Rimi,2021,Batsari,0.847826087,0.608695652,0.44,0.767123288,0.7188,1,march,435,CM+IPTp+IRS+SMC,itn_pbo
736,Batsari,Rimi,2024,Batsari,0.847826087,0.608695652,0.44,0.767123288,0.7188,2,march,1530,CM+IPTp+IRS+SMC,itn_pbo
737,Charanchi,Rimi,2021,Charanchi,0.861111111,0.818181818,0.742857143,0.803030303,0.7188,1,march,435,CM+IPTp+IRS+SMC,itn_pbo
738,Charanchi,Rimi,2024,Charanchi,0.861111111,0.818181818,0.742857143,0.803030303,0.7188,2,march,1530,CM+IPTp+IRS+SMC,itn_pbo
739,Dan Musa,Rimi,2021,Dan Musa,0.954545455,0.818181818,0.826923077,0.873239437,0.7188,1,march,435,CM+IPTp+IRS+SMC,itn_pbo
740,Dan Musa,Rimi,2024,Dan Musa,0.954545455,0.818181818,0.826923077,0.873239437,0.7188,2,march,1530,CM+IPTp+IRS+SMC,itn_pbo
741,Dandume,Giwa,2021,Dandume,0.582706192,0.469378753,0.328007795,0.532330697,0.7188,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
742,Dandume,Giwa,2024,Dandume,0.582706192,0.469378753,0.328007795,0.532330697,0.7188,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
743,Danja,Giwa,2021,Danja,0.630434783,0.55,0.2,0.44,0.7188,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
744,Danja,Giwa,2024,Danja,0.630434783,0.55,0.2,0.44,0.7188,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
745,Dutsin-Ma,Rimi,2021,Dutsin-Ma,0.732019322,0.592426281,0.525823573,0.685107348,0.7188,1,march,435,CM+IPTp+IRS+SMC,itn_pbo
746,Dutsin-Ma,Rimi,2024,Dutsin-Ma,0.732019322,0.592426281,0.525823573,0.685107348,0.7188,2,march,1530,CM+IPTp+IRS+SMC,itn_pbo
747,Faskari,Giwa,2021,Faskari,0.508196721,0.62962963,0.689655172,0.594594595,0.7188,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
748,Faskari,Giwa,2024,Faskari,0.508196721,0.62962963,0.689655172,0.594594595,0.7188,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
749,Funtua,Gwarzo,2021,Funtua,0.673321885,0.507343504,0.348372254,0.599895342,0.7188,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
750,Funtua,Gwarzo,2024,Funtua,0.673321885,0.507343504,0.348372254,0.599895342,0.7188,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
751,Asa,Oke-Ero,2020,Asa,0.393939394,0.260869565,0.266666667,0.440677966,0.7188,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
752,Asa,Oke-Ero,2023,Asa,0.393939394,0.260869565,0.266666667,0.440677966,0.7188,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
753,Ingawa,Rimi,2021,Ingawa,0.931034483,0.833333333,0.512820513,0.818181818,0.7188,1,march,435,CM+IPTp+IRS+SMC,itn_pbo
754,Ingawa,Rimi,2024,Ingawa,0.931034483,0.833333333,0.512820513,0.818181818,0.7188,2,march,1530,CM+IPTp+IRS+SMC,itn_pbo
755,Kafur,Gwarzo,2021,Kafur,0.708988548,0.703184718,0.730656019,0.680214942,0.7188,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
756,Kafur,Gwarzo,2024,Kafur,0.708988548,0.703184718,0.730656019,0.680214942,0.7188,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
757,Kankara,Rimi,2021,Kankara,0.918032787,0.857142857,0.844444444,0.911392405,0.7188,1,march,435,CM+IPTp+IRS+SMC,itn_pbo
758,Kankara,Rimi,2024,Kankara,0.918032787,0.857142857,0.844444444,0.911392405,0.7188,2,march,1530,CM+IPTp+IRS+SMC,itn_pbo
759,Kankia,Rimi,2021,Kankia,0.85,0.821428571,0.833333333,0.835820896,0.7188,1,march,435,CM+IPTp+IRS+SMC,itn_pbo
760,Kankia,Rimi,2024,Kankia,0.85,0.821428571,0.833333333,0.835820896,0.7188,2,march,1530,CM+IPTp+IRS+SMC,itn_pbo
761,Katsina,Rimi,2021,Katsina,0.567142174,0.556590769,0.471469757,0.497753543,0.671836104,1,march,435,CM+IPTp+LLINs+SMC,itn
762,Katsina,Rimi,2024,Katsina,0.567142174,0.556590769,0.471469757,0.497753543,0.671836104,2,march,1530,CM+IPTp+LLINs+SMC,itn
763,Kurfi,Rimi,2021,Kurfi,0.732019322,0.592426281,0.525823573,0.685107348,0.7188,1,march,435,CM+IPTp+IRS+SMC,itn_pbo
764,Kurfi,Rimi,2024,Kurfi,0.732019322,0.592426281,0.525823573,0.685107348,0.7188,2,march,1530,CM+IPTp+IRS+SMC,itn_pbo
765,Kusada,Rimi,2021,Kusada,0.75,0.571428571,0.446428571,0.718309859,0.7188,1,march,435,CM+IPTp+IRS+SMC,itn_pbo
766,Kusada,Rimi,2024,Kusada,0.75,0.571428571,0.446428571,0.718309859,0.7188,2,march,1530,CM+IPTp+IRS+SMC,itn_pbo
767,Malumfashi,Gwarzo,2021,Malumfashi,0.571428571,0.5,0.359375,0.543478261,0.7188,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
768,Malumfashi,Gwarzo,2024,Malumfashi,0.571428571,0.5,0.359375,0.543478261,0.7188,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
769,Mani,Rimi,2021,Mani,0.636810762,0.577843274,0.520196789,0.552895802,0.7188,1,march,435,CM+IPTp+IRS+SMC,itn_pbo
770,Mani,Rimi,2024,Mani,0.636810762,0.577843274,0.520196789,0.552895802,0.7188,2,march,1530,CM+IPTp+IRS+SMC,itn_pbo
771,Matazuu,Rimi,2021,Matazuu,0.961538462,0.923076923,0.941176471,0.984615385,0.7188,1,march,435,CM+IPTp+IRS+SMC,itn_pbo
772,Matazuu,Rimi,2024,Matazuu,0.961538462,0.923076923,0.941176471,0.984615385,0.7188,2,march,1530,CM+IPTp+IRS+SMC,itn_pbo
773,Birnin Kebbi,Birnin Kebbi,2021,Birnin Kebbi,0.874349018,0.714472081,0.540596894,0.784096173,0.688032578,1,august,588,CM+IPTp+LLINs+SMC,itn
774,Birnin Kebbi,Birnin Kebbi,2024,Birnin Kebbi,0.874349018,0.714472081,0.540596894,0.784096173,0.688032578,2,august,1683,CM+IPTp+LLINs+SMC,itn
775,Musawa,Gwarzo,2021,Musawa,0.758070431,0.589424132,0.517838492,0.685483475,0.7188,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
776,Musawa,Gwarzo,2024,Musawa,0.758070431,0.589424132,0.517838492,0.685483475,0.7188,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
777,Rimi,Rimi,2021,Rimi,0.732019322,0.592426281,0.525823573,0.685107348,0.7188,1,march,435,CM+IPTp+IRS+SMC,itn_pbo
778,Rimi,Rimi,2024,Rimi,0.732019322,0.592426281,0.525823573,0.685107348,0.7188,2,march,1530,CM+IPTp+IRS+SMC,itn_pbo
779,Sabuwa,Giwa,2021,Sabuwa,0.363636364,0.36,0.266666667,0.566666667,0.7188,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
780,Sabuwa,Giwa,2024,Sabuwa,0.363636364,0.36,0.266666667,0.566666667,0.7188,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
781,Safana,Babura,2021,Safana,0.952380952,0.852941176,0.882352941,0.942028986,0.7188,1,may,496,CM+IPTp+IRS+SMC,itn_pbo
782,Safana,Babura,2024,Safana,0.952380952,0.852941176,0.882352941,0.942028986,0.7188,2,may,1591,CM+IPTp+IRS+SMC,itn_pbo
783,Sandamu,Rimi,2021,Sandamu,0.732019322,0.592426281,0.525823573,0.685107348,0.7188,1,march,435,CM+IPTp+IRS+SMC,itn_pbo
784,Sandamu,Rimi,2024,Sandamu,0.732019322,0.592426281,0.525823573,0.685107348,0.7188,2,march,1530,CM+IPTp+IRS+SMC,itn_pbo
785,Aleiro,Birnin Kebbi,2021,Aleiro,0.789226475,0.614967322,0.534978419,0.78771905,0.6684684,1,august,588,CM+IPTp+LLINs+SMC,itn
786,Aleiro,Birnin Kebbi,2024,Aleiro,0.789226475,0.614967322,0.534978419,0.78771905,0.6684684,2,august,1683,CM+IPTp+LLINs+SMC,itn
787,Argungu,Birnin Kebbi,2021,Argungu,0.880353787,0.739925815,0.650569606,0.878877198,0.689763899,1,august,588,CM+IPTp+LLINs+SMC,itn
788,Argungu,Birnin Kebbi,2024,Argungu,0.880353787,0.739925815,0.650569606,0.878877198,0.689763899,2,august,1683,CM+IPTp+LLINs+SMC,itn
789,Augie,Birnin Kebbi,2021,Augie,0.977777778,0.708333333,0.85,0.909090909,0.688770794,1,august,588,CM+IPTp+LLINs+SMC,itn
790,Augie,Birnin Kebbi,2024,Augie,0.977777778,0.708333333,0.85,0.909090909,0.688770794,2,august,1683,CM+IPTp+LLINs+SMC,itn
791,Bunza,Birnin Kebbi,2021,Bunza,0.789226475,0.614967322,0.534978419,0.78771905,0.650932828,1,august,588,CM+IPTp+LLINs+SMC,itn
792,Bunza,Birnin Kebbi,2024,Bunza,0.789226475,0.614967322,0.534978419,0.78771905,0.650932828,2,august,1683,CM+IPTp+LLINs+SMC,itn
793,Fakai,Birnin Kebbi,2021,Fakai,0.925,0.807692308,0.711538462,0.783783784,0.7188,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
794,Fakai,Birnin Kebbi,2024,Fakai,0.925,0.807692308,0.711538462,0.783783784,0.7188,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
795,Gwandu,Birnin Kebbi,2021,Gwandu,0.789226475,0.78125,0.791666667,0.865671642,0.704443878,1,august,588,CM+IPTp+LLINs+SMC,itn
796,Gwandu,Birnin Kebbi,2024,Gwandu,0.789226475,0.78125,0.791666667,0.865671642,0.704443878,2,august,1683,CM+IPTp+LLINs+SMC,itn
797,Jega,Birnin Kebbi,2021,Jega,0.934417004,0.799158486,0.537410615,0.915591009,0.7188,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
798,Jega,Birnin Kebbi,2024,Jega,0.934417004,0.799158486,0.537410615,0.915591009,0.7188,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
799,Kalgo,Birnin Kebbi,2021,Kalgo,0.927737471,0.789110521,0.720989636,0.876524196,0.655765729,1,august,588,CM+IPTp+LLINs+SMC,itn
800,Kalgo,Birnin Kebbi,2024,Kalgo,0.927737471,0.789110521,0.720989636,0.876524196,0.655765729,2,august,1683,CM+IPTp+LLINs+SMC,itn
801,Iseyin,Akinyele,2020,Iseyin,0.621354362,0.440761858,0.204179158,0.559328204,0.444882082,1,may,131,CM+IPTp+LLINs+SMC,itn
802,Iseyin,Akinyele,2023,Iseyin,0.621354362,0.440761858,0.204179158,0.559328204,0.444882082,2,may,1226,CM+IPTp+LLINs+SMC,itn
803,Maiyama,Birnin Kebbi,2021,Maiyama,0.875,0.714285714,0.457142857,0.782608696,0.7188,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
804,Maiyama,Birnin Kebbi,2024,Maiyama,0.875,0.714285714,0.457142857,0.782608696,0.7188,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
805,Ngaski,Owan East,2021,Ngaski,0.967346939,0.876599634,0.68161435,0.859334625,0.7188,1,march,435,CM+IPTp+IRS+SMC,itn_pbo
806,Ngaski,Owan East,2024,Ngaski,0.967346939,0.876599634,0.68161435,0.859334625,0.7188,2,march,1530,CM+IPTp+IRS+SMC,itn_pbo
807,Sakaba,Alkaleri,2021,Sakaba,0.484534717,0.381738609,0.338571783,0.497522113,0.7188,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
808,Sakaba,Alkaleri,2024,Sakaba,0.484534717,0.381738609,0.338571783,0.497522113,0.7188,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
809,Shanga,Birnin Kebbi,2021,Shanga,0.973684211,0.814814815,0.697674419,0.714285714,0.7188,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
810,Shanga,Birnin Kebbi,2024,Shanga,0.973684211,0.814814815,0.697674419,0.714285714,0.7188,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
811,Suru,Birnin Kebbi,2021,Suru,0.93877551,0.806451613,0.527777778,0.819444444,0.612737045,1,august,588,CM+IPTp+LLINs+SMC,itn
812,Suru,Birnin Kebbi,2024,Suru,0.93877551,0.806451613,0.527777778,0.819444444,0.612737045,2,august,1683,CM+IPTp+LLINs+SMC,itn
813,Wasagu-Danko,Alkaleri,2021,Wasagu/Danko,0.95,0.947368421,0.666666667,0.90625,0.7188,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
814,Wasagu-Danko,Alkaleri,2024,Wasagu/Danko,0.95,0.947368421,0.666666667,0.90625,0.7188,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
815,Yauri,Birnin Kebbi,2021,Yauri,0.98183935,0.929500384,0.67213445,0.89052381,0.7188,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
816,Yauri,Birnin Kebbi,2024,Yauri,0.98183935,0.929500384,0.67213445,0.89052381,0.7188,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
817,Zuru,Alkaleri,2021,Zuru,0.484534717,0.913043478,0.703703704,0.895833333,0.7188,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
818,Zuru,Alkaleri,2024,Zuru,0.484534717,0.913043478,0.703703704,0.895833333,0.7188,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
819,Adavi,Owan East,2020,Adavi,0.830655145,0.595557959,0.519685549,0.592855281,0.384675567,1,march,70,CM+IPTp+LLINs+SMC,itn
820,Adavi,Owan East,2023,Adavi,0.830655145,0.595557959,0.519685549,0.592855281,0.384675567,2,march,1165,CM+IPTp+LLINs+SMC,itn
821,Ajaokuta,Owan East,2020,Ajaokuta,0.4,0.416666667,0.407407407,0.413043478,0.7188,1,march,70,CM+IPTp+IRS+SMC,itn_pbo
822,Ajaokuta,Owan East,2023,Ajaokuta,0.4,0.416666667,0.407407407,0.413043478,0.7188,2,march,1165,CM+IPTp+IRS+SMC,itn_pbo
823,Ankpa,Owan East,2020,Ankpa,0.409335716,0.263829772,0.384044517,0.327565622,0.445447774,1,march,70,CM+IPTp+LLINs+SMC,itn
824,Ankpa,Owan East,2023,Ankpa,0.409335716,0.263829772,0.384044517,0.327565622,0.445447774,2,march,1165,CM+IPTp+LLINs+SMC,itn
825,Bassa1,Keana,2020,Bassa1,0.9,0.75,0.770833333,0.846153846,0.464886674,1,august,223,CM+IPTp+LLINs+SMC,itn
826,Bassa1,Keana,2023,Bassa1,0.9,0.75,0.770833333,0.846153846,0.464886674,2,august,1318,CM+IPTp+LLINs+SMC,itn
827,Dekina,Owan East,2020,Dekina,0.22239362,0.223553422,0.186247591,0.329535015,0.436648124,1,march,70,CM+IPTp+LLINs+SMC,itn
828,Dekina,Owan East,2023,Dekina,0.22239362,0.223553422,0.186247591,0.329535015,0.436648124,2,march,1165,CM+IPTp+LLINs+SMC,itn
829,Edu,Oke-Ero,2020,Edu,0.275828235,0.222354339,0.238085868,0.365918206,0.409929917,1,july,186,CM+IPTp+LLINs+SMC,itn
830,Edu,Oke-Ero,2023,Edu,0.275828235,0.222354339,0.238085868,0.365918206,0.409929917,2,july,1281,CM+IPTp+LLINs+SMC,itn
831,Ibaji,Uzo-Uwani,2020,Ibaji,0.526264619,0.509690941,0.423182439,0.608589306,0.406770517,1,june,162,CM+IPTp+LLINs+SMC,itn
832,Ibaji,Uzo-Uwani,2023,Ibaji,0.526264619,0.509690941,0.423182439,0.608589306,0.406770517,2,june,1257,CM+IPTp+LLINs+SMC,itn
833,Idah,Uzo-Uwani,2020,Idah,0.276486564,0.224106265,0.160050482,0.188842186,0.445061456,1,june,162,CM+IPTp+LLINs+SMC,itn
834,Idah,Uzo-Uwani,2023,Idah,0.276486564,0.224106265,0.160050482,0.188842186,0.445061456,2,june,1257,CM+IPTp+LLINs+SMC,itn
835,Igalamela-Odolu,Uzo-Uwani,2020,Igalamela-Odolu,0.845747123,0.769543044,0.693778231,0.720103359,0.414321376,1,june,162,CM+IPTp+LLINs+SMC,itn
836,Igalamela-Odolu,Uzo-Uwani,2023,Igalamela-Odolu,0.845747123,0.769543044,0.693778231,0.720103359,0.414321376,2,june,1257,CM+IPTp+LLINs+SMC,itn
837,Ijumu,Oke-Ero,2020,Ijumu,0.55,0.666666667,0.583333333,0.54,0.387970309,1,july,186,CM+IPTp+LLINs+SMC,itn
838,Ijumu,Oke-Ero,2023,Ijumu,0.55,0.666666667,0.583333333,0.54,0.387970309,2,july,1281,CM+IPTp+LLINs+SMC,itn
839,Kabba-Bunu,Oke-Ero,2020,Kabba/Bunu,0.535581734,0.361650218,0.434111405,0.5,0.393788165,1,july,186,CM+IPTp+LLINs+SMC,itn
840,Kabba-Bunu,Oke-Ero,2023,Kabba/Bunu,0.535581734,0.361650218,0.434111405,0.5,0.393788165,2,july,1281,CM+IPTp+LLINs+SMC,itn
841,Kogi,Keana,2020,Kogi,0.363636364,0.1,0.166666667,0.301886792,0.7188,1,august,223,CM+IPTp+IRS+SMC,itn_pbo
842,Kogi,Keana,2023,Kogi,0.363636364,0.1,0.166666667,0.301886792,0.7188,2,august,1318,CM+IPTp+IRS+SMC,itn_pbo
843,Lokoja,Keana,2020,Lokoja,0.605339166,0.541794922,0.421650388,0.591267231,0.389588612,1,august,223,CM+IPTp+LLINs+SMC,itn
844,Lokoja,Keana,2023,Lokoja,0.605339166,0.541794922,0.421650388,0.591267231,0.389588612,2,august,1318,CM+IPTp+LLINs+SMC,itn
845,Mopa-Muro,Oke-Ero,2020,Mopa-Muro,0.391788901,0.299429972,0.260379648,0.355121446,0.7188,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
846,Mopa-Muro,Oke-Ero,2023,Mopa-Muro,0.391788901,0.299429972,0.260379648,0.355121446,0.7188,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
847,Ofu,Owan East,2020,Ofu,0.540084421,0.414473633,0.407294799,0.568438009,0.406296962,1,march,70,CM+IPTp+LLINs+SMC,itn
848,Ofu,Owan East,2023,Ofu,0.540084421,0.414473633,0.407294799,0.568438009,0.406296962,2,march,1165,CM+IPTp+LLINs+SMC,itn
849,Okehi,Owan East,2020,Okehi,0.75,0.571428571,0.333333333,0.512820513,0.371839834,1,march,70,CM+IPTp+LLINs+SMC,itn
850,Okehi,Owan East,2023,Okehi,0.75,0.571428571,0.333333333,0.512820513,0.371839834,2,march,1165,CM+IPTp+LLINs+SMC,itn
851,Okene,Owan East,2020,Okene,0.516561461,0.448181307,0.306656436,0.491094608,0.357715363,1,march,70,CM+IPTp+LLINs+SMC,itn
852,Okene,Owan East,2023,Okene,0.516561461,0.448181307,0.306656436,0.491094608,0.357715363,2,march,1165,CM+IPTp+LLINs+SMC,itn
853,Olamabolo,Owan East,2020,Olamabolo,0.36041507,0.629779202,0.288515541,0.315320738,0.391533051,1,march,70,CM+IPTp+LLINs+SMC,itn
854,Olamabolo,Owan East,2023,Olamabolo,0.36041507,0.629779202,0.288515541,0.315320738,0.391533051,2,march,1165,CM+IPTp+LLINs+SMC,itn
855,Omala,Keana,2020,Omala,0.122571401,0.032353346,0.182721127,0.20689111,0.504091735,1,august,223,CM+IPTp+LLINs+SMC,itn
856,Omala,Keana,2023,Omala,0.122571401,0.032353346,0.182721127,0.20689111,0.504091735,2,august,1318,CM+IPTp+LLINs+SMC,itn
857,Yagba East,Oke-Ero,2020,Yagba East,0.529411765,0.6,0.375,0.535714286,0.370406416,1,july,186,CM+IPTp+LLINs+SMC,itn
858,Yagba East,Oke-Ero,2023,Yagba East,0.529411765,0.6,0.375,0.535714286,0.370406416,2,july,1281,CM+IPTp+LLINs+SMC,itn
859,Ifelodun1,Oke-Ero,2020,Ifelodun1,0.367932207,0.306901545,0.247713367,0.460711266,0.425290104,1,july,186,CM+IPTp+LLINs+SMC,itn
860,Ifelodun1,Oke-Ero,2023,Ifelodun1,0.367932207,0.306901545,0.247713367,0.460711266,0.425290104,2,july,1281,CM+IPTp+LLINs+SMC,itn
861,Ilorin South,Oke-Ero,2020,Ilorin South,0.391788901,0.299429972,0.260379648,0.355121446,0.391328258,1,july,186,CM+IPTp+LLINs+SMC,itn
862,Ilorin South,Oke-Ero,2023,Ilorin South,0.391788901,0.299429972,0.260379648,0.355121446,0.391328258,2,july,1281,CM+IPTp+LLINs+SMC,itn
863,Irepodun1,Owan East,2020,Irepodun1,0.191973375,0.155091047,0.287478323,0.3102155,0.422491317,1,march,70,CM+IPTp+LLINs+SMC,itn
864,Irepodun1,Owan East,2023,Irepodun1,0.191973375,0.155091047,0.287478323,0.3102155,0.422491317,2,march,1165,CM+IPTp+LLINs+SMC,itn
865,Itesiwaju,Akinyele,2020,Itesiwaju,0.43481825,0.392030997,0.310573478,0.377487976,0.7188,1,may,131,CM+IPTp+IRS+SMC,itn_pbo
866,Itesiwaju,Akinyele,2023,Itesiwaju,0.43481825,0.392030997,0.310573478,0.377487976,0.7188,2,may,1226,CM+IPTp+IRS+SMC,itn_pbo
867,Isin,Oke-Ero,2020,Isin,0.299054347,0.166666667,0.178191485,0.340654862,0.7188,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
868,Isin,Oke-Ero,2023,Isin,0.299054347,0.166666667,0.178191485,0.340654862,0.7188,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
869,Kaiama,Oke-Ero,2020,Kaiama,0.619047619,0.59375,0.347826087,0.638888889,0.7188,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
870,Kaiama,Oke-Ero,2023,Kaiama,0.619047619,0.59375,0.347826087,0.638888889,0.7188,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
871,Moro,Oke-Ero,2020,Moro,0.208333333,0.25,0.108108108,0.2,0.7188,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
872,Moro,Oke-Ero,2023,Moro,0.208333333,0.25,0.108108108,0.2,0.7188,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
873,Offa,Akinyele,2020,Offa,0.243887332,0.268292669,0.286452093,0.303979904,0.7188,1,may,131,CM+IPTp+IRS+SMC,itn_pbo
874,Offa,Akinyele,2023,Offa,0.243887332,0.268292669,0.286452093,0.303979904,0.7188,2,may,1226,CM+IPTp+IRS+SMC,itn_pbo
875,Oke-Ero,Oke-Ero,2020,Oke-Ero,0.133333333,0.090909091,0.210526316,0.208333333,0.7188,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
876,Oke-Ero,Oke-Ero,2023,Oke-Ero,0.133333333,0.090909091,0.210526316,0.208333333,0.7188,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
877,Kajola,Akinyele,2020,Kajola,0.396945104,0.1752945,0.256845889,0.399760373,0.464793778,1,may,131,CM+IPTp+LLINs+SMC,itn
878,Kajola,Akinyele,2023,Kajola,0.396945104,0.1752945,0.256845889,0.399760373,0.464793778,2,may,1226,CM+IPTp+LLINs+SMC,itn
879,Oyun,Oke-Ero,2020,Oyun,0.411474907,0.116692039,0.26626085,0.369624561,0.7188,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
880,Oyun,Oke-Ero,2023,Oyun,0.411474907,0.116692039,0.26626085,0.369624561,0.7188,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
881,Pategi,Oke-Ero,2020,Pategi,0.764705882,0.4,0.222222222,0.755102041,0.7188,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
882,Pategi,Oke-Ero,2023,Pategi,0.764705882,0.4,0.222222222,0.755102041,0.7188,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
883,Epe,Uzo-Uwani,2020,Epe,0.076923077,0.25,0.166666667,0.18,0.461173792,1,june,162,CM+IPTp+LLINs+IPTi,itn
884,Epe,Uzo-Uwani,2023,Epe,0.076923077,0.25,0.166666667,0.18,0.461173792,2,june,1257,CM+IPTp+LLINs+IPTi,itn
885,Ifako-Ijaye,Uzo-Uwani,2020,Ifako-Ijaye,0.276486564,0.224106265,0.160050482,0.031920249,0.45214207,1,june,162,CM+IPTp+LLINs+IPTi,itn
886,Ifako-Ijaye,Uzo-Uwani,2023,Ifako-Ijaye,0.276486564,0.224106265,0.160050482,0.031920249,0.45214207,2,june,1257,CM+IPTp+LLINs+IPTi,itn
887,Kokona,Oke-Ero,2021,Kokona,0.729032252,0.640765073,0.538461538,0.659225087,0.7188,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
888,Kokona,Oke-Ero,2024,Kokona,0.729032252,0.640765073,0.538461538,0.659225087,0.7188,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
889,Ojo,Isoko South,2020,Ojo,0.278301893,0.289831061,0.147221679,0.192058757,0.488266396,1,june,162,CM+IPTp+LLINs+IPTi,itn
890,Ojo,Isoko South,2023,Ojo,0.278301893,0.289831061,0.147221679,0.192058757,0.488266396,2,june,1257,CM+IPTp+LLINs+IPTi,itn
891,Akwanga,Oke-Ero,2021,Akwanga,0.822883221,0.800838317,0.727112838,0.792005115,0.7188,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
892,Akwanga,Oke-Ero,2024,Akwanga,0.822883221,0.800838317,0.727112838,0.792005115,0.7188,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
893,Obi2,Keana,2021,Obi2,0.823529412,0.85,0.294117647,0.8,0.7188,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
894,Obi2,Keana,2024,Obi2,0.823529412,0.85,0.294117647,0.8,0.7188,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
895,Awe,Keana,2021,Awe,0.605432934,0.429533507,0.468947384,0.732287966,0.7188,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
896,Awe,Keana,2024,Awe,0.605432934,0.429533507,0.468947384,0.732287966,0.7188,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
897,Doma,Keana,2021,Doma,0.738946068,0.484623909,0.332206395,0.600357251,0.7188,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
898,Doma,Keana,2024,Doma,0.738946068,0.484623909,0.332206395,0.600357251,0.7188,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
899,Karu,Oke-Ero,2021,Karu,0.380360634,0.380141437,0.448174308,0.397831492,0.7188,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
900,Karu,Oke-Ero,2024,Karu,0.380360634,0.380141437,0.448174308,0.397831492,0.7188,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
901,Keana,Keana,2021,Keana,0.511047108,0.441048146,0.346819024,0.589015934,0.7188,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
