State,LGA,repDS,peak,year,round,duration,coverage_high_access,coverage_low_access,max_age,simday,scenario
Kogi,Adavi,Owan East,march,2028,2,-1,1,0.6,5,3081,scenario 2 - 5
Kogi,Adavi,Owan East,march,2028,3,-1,1,0.6,5,3111,scenario 2 - 5
Kogi,Adavi,Owan East,march,2028,4,-1,1,0.6,5,3141,scenario 2 - 5
Kogi,Adavi,Owan East,march,2029,1,-1,1,0.6,5,3416,scenario 2 - 5
Kogi,Adavi,Owan East,march,2029,2,-1,1,0.6,5,3446,scenario 2 - 5
Kogi,Adavi,Owan East,march,2029,3,-1,1,0.6,5,3476,scenario 2 - 5
Kogi,Adavi,Owan East,march,2029,4,-1,1,0.6,5,3506,scenario 2 - 5
Kogi,Adavi,Owan East,march,2030,1,-1,1,0.6,5,3781,scenario 2 - 5
Kogi,Adavi,Owan East,march,2030,2,-1,1,0.6,5,3811,scenario 2 - 5
Kogi,Adavi,Owan East,march,2030,3,-1,1,0.6,5,3841,scenario 2 - 5
Kogi,Adavi,Owan East,march,2030,4,-1,1,0.6,5,3871,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2020,1,-1,1,0.6,5,186,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2020,2,-1,1,0.6,5,216,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2020,3,-1,1,0.6,5,246,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2020,4,-1,1,0.6,5,276,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2021,1,-1,1,0.6,5,551,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2021,2,-1,1,0.6,5,581,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2021,3,-1,1,0.6,5,611,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2021,4,-1,1,0.6,5,641,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2022,1,-1,1,0.6,5,916,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2022,2,-1,1,0.6,5,946,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2022,3,-1,1,0.6,5,976,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2022,4,-1,1,0.6,5,1006,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2023,1,-1,1,0.6,5,1281,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2023,2,-1,1,0.6,5,1311,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2023,3,-1,1,0.6,5,1341,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2023,4,-1,1,0.6,5,1371,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2024,1,-1,1,0.6,5,1646,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2024,2,-1,1,0.6,5,1676,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2024,3,-1,1,0.6,5,1706,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2024,4,-1,1,0.6,5,1736,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2025,1,-1,1,0.6,5,2011,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2025,2,-1,1,0.6,5,2041,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2025,3,-1,1,0.6,5,2071,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2025,4,-1,1,0.6,5,2101,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2026,1,-1,1,0.6,5,2376,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2026,2,-1,1,0.6,5,2406,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2026,3,-1,1,0.6,5,2436,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2026,4,-1,1,0.6,5,2466,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2027,1,-1,1,0.6,5,2741,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2027,2,-1,1,0.6,5,2771,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2027,3,-1,1,0.6,5,2801,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2027,4,-1,1,0.6,5,2831,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2028,1,-1,1,0.6,5,3106,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2028,2,-1,1,0.6,5,3136,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2028,3,-1,1,0.6,5,3166,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2028,4,-1,1,0.6,5,3196,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2029,1,-1,1,0.6,5,3471,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2029,2,-1,1,0.6,5,3501,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2029,3,-1,1,0.6,5,3531,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2029,4,-1,1,0.6,5,3561,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2030,1,-1,1,0.6,5,3836,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2030,2,-1,1,0.6,5,3866,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2030,3,-1,1,0.6,5,3896,scenario 2 - 5
Niger,Agaie,Oke-Ero,july,2030,4,-1,1,0.6,5,3926,scenario 2 - 5
Benue,Agatu,Keana,august,2020,1,-1,1,0.6,5,223,scenario 2 - 5
Benue,Agatu,Keana,august,2020,2,-1,1,0.6,5,253,scenario 2 - 5
Benue,Agatu,Keana,august,2020,3,-1,1,0.6,5,283,scenario 2 - 5
Benue,Agatu,Keana,august,2020,4,-1,1,0.6,5,313,scenario 2 - 5
Benue,Agatu,Keana,august,2021,1,-1,1,0.6,5,588,scenario 2 - 5
Benue,Agatu,Keana,august,2021,2,-1,1,0.6,5,618,scenario 2 - 5
Benue,Agatu,Keana,august,2021,3,-1,1,0.6,5,648,scenario 2 - 5
Benue,Agatu,Keana,august,2021,4,-1,1,0.6,5,678,scenario 2 - 5
Benue,Agatu,Keana,august,2022,1,-1,1,0.6,5,953,scenario 2 - 5
Benue,Agatu,Keana,august,2022,2,-1,1,0.6,5,983,scenario 2 - 5
Benue,Agatu,Keana,august,2022,3,-1,1,0.6,5,1013,scenario 2 - 5
Benue,Agatu,Keana,august,2022,4,-1,1,0.6,5,1043,scenario 2 - 5
Benue,Agatu,Keana,august,2023,1,-1,1,0.6,5,1318,scenario 2 - 5
Benue,Agatu,Keana,august,2023,2,-1,1,0.6,5,1348,scenario 2 - 5
Benue,Agatu,Keana,august,2023,3,-1,1,0.6,5,1378,scenario 2 - 5
Benue,Agatu,Keana,august,2023,4,-1,1,0.6,5,1408,scenario 2 - 5
Benue,Agatu,Keana,august,2024,1,-1,1,0.6,5,1683,scenario 2 - 5
Benue,Agatu,Keana,august,2024,2,-1,1,0.6,5,1713,scenario 2 - 5
Benue,Agatu,Keana,august,2024,3,-1,1,0.6,5,1743,scenario 2 - 5
Benue,Agatu,Keana,august,2024,4,-1,1,0.6,5,1773,scenario 2 - 5
Benue,Agatu,Keana,august,2025,1,-1,1,0.6,5,2048,scenario 2 - 5
Benue,Agatu,Keana,august,2025,2,-1,1,0.6,5,2078,scenario 2 - 5
Benue,Agatu,Keana,august,2025,3,-1,1,0.6,5,2108,scenario 2 - 5
Benue,Agatu,Keana,august,2025,4,-1,1,0.6,5,2138,scenario 2 - 5
Benue,Agatu,Keana,august,2026,1,-1,1,0.6,5,2413,scenario 2 - 5
Benue,Agatu,Keana,august,2026,2,-1,1,0.6,5,2443,scenario 2 - 5
Benue,Agatu,Keana,august,2026,3,-1,1,0.6,5,2473,scenario 2 - 5
Benue,Agatu,Keana,august,2026,4,-1,1,0.6,5,2503,scenario 2 - 5
Benue,Agatu,Keana,august,2027,1,-1,1,0.6,5,2778,scenario 2 - 5
Benue,Agatu,Keana,august,2027,2,-1,1,0.6,5,2808,scenario 2 - 5
Benue,Agatu,Keana,august,2027,3,-1,1,0.6,5,2838,scenario 2 - 5
Benue,Agatu,Keana,august,2027,4,-1,1,0.6,5,2868,scenario 2 - 5
Benue,Agatu,Keana,august,2028,1,-1,1,0.6,5,3143,scenario 2 - 5
Benue,Agatu,Keana,august,2028,2,-1,1,0.6,5,3173,scenario 2 - 5
Benue,Agatu,Keana,august,2028,3,-1,1,0.6,5,3203,scenario 2 - 5
Benue,Agatu,Keana,august,2028,4,-1,1,0.6,5,3233,scenario 2 - 5
Benue,Agatu,Keana,august,2029,1,-1,1,0.6,5,3508,scenario 2 - 5
Benue,Agatu,Keana,august,2029,2,-1,1,0.6,5,3538,scenario 2 - 5
Benue,Agatu,Keana,august,2029,3,-1,1,0.6,5,3568,scenario 2 - 5
Benue,Agatu,Keana,august,2029,4,-1,1,0.6,5,3598,scenario 2 - 5
Benue,Agatu,Keana,august,2030,1,-1,1,0.6,5,3873,scenario 2 - 5
Benue,Agatu,Keana,august,2030,2,-1,1,0.6,5,3903,scenario 2 - 5
Benue,Agatu,Keana,august,2030,3,-1,1,0.6,5,3933,scenario 2 - 5
Benue,Agatu,Keana,august,2030,4,-1,1,0.6,5,3963,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2020,1,-1,1,0.6,5,223,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2020,2,-1,1,0.6,5,253,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2020,3,-1,1,0.6,5,283,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2020,4,-1,1,0.6,5,313,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2021,1,-1,1,0.6,5,588,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2021,2,-1,1,0.6,5,618,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2021,3,-1,1,0.6,5,648,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2021,4,-1,1,0.6,5,678,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2022,1,-1,1,0.6,5,953,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2022,2,-1,1,0.6,5,983,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2022,3,-1,1,0.6,5,1013,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2022,4,-1,1,0.6,5,1043,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2023,1,-1,1,0.6,5,1318,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2023,2,-1,1,0.6,5,1348,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2023,3,-1,1,0.6,5,1378,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2023,4,-1,1,0.6,5,1408,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2024,1,-1,1,0.6,5,1683,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2024,2,-1,1,0.6,5,1713,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2024,3,-1,1,0.6,5,1743,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2024,4,-1,1,0.6,5,1773,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2025,1,-1,1,0.6,5,2048,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2025,2,-1,1,0.6,5,2078,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2025,3,-1,1,0.6,5,2108,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2025,4,-1,1,0.6,5,2138,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2026,1,-1,1,0.6,5,2413,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2026,2,-1,1,0.6,5,2443,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2026,3,-1,1,0.6,5,2473,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2026,4,-1,1,0.6,5,2503,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2027,1,-1,1,0.6,5,2778,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2027,2,-1,1,0.6,5,2808,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2027,3,-1,1,0.6,5,2838,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2027,4,-1,1,0.6,5,2868,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2028,1,-1,1,0.6,5,3143,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2028,2,-1,1,0.6,5,3173,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2028,3,-1,1,0.6,5,3203,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2028,4,-1,1,0.6,5,3233,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2029,1,-1,1,0.6,5,3508,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2029,2,-1,1,0.6,5,3538,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2029,3,-1,1,0.6,5,3568,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2029,4,-1,1,0.6,5,3598,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2030,1,-1,1,0.6,5,3873,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2030,2,-1,1,0.6,5,3903,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2030,3,-1,1,0.6,5,3933,scenario 2 - 5
Niger,Agwara,Birnin Kebbi,august,2030,4,-1,1,0.6,5,3963,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2020,1,-1,1,0.6,5,131,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2020,2,-1,1,0.6,5,161,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2020,3,-1,1,0.6,5,191,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2020,4,-1,1,0.6,5,221,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2021,1,-1,1,0.6,5,496,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2021,2,-1,1,0.6,5,526,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2021,3,-1,1,0.6,5,556,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2021,4,-1,1,0.6,5,586,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2022,1,-1,1,0.6,5,861,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2022,2,-1,1,0.6,5,891,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2022,3,-1,1,0.6,5,921,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2022,4,-1,1,0.6,5,951,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2023,1,-1,1,0.6,5,1226,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2023,2,-1,1,0.6,5,1256,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2023,3,-1,1,0.6,5,1286,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2023,4,-1,1,0.6,5,1316,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2024,1,-1,1,0.6,5,1591,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2024,2,-1,1,0.6,5,1621,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2024,3,-1,1,0.6,5,1651,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2024,4,-1,1,0.6,5,1681,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2025,1,-1,1,0.6,5,1956,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2025,2,-1,1,0.6,5,1986,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2025,3,-1,1,0.6,5,2016,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2025,4,-1,1,0.6,5,2046,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2026,1,-1,1,0.6,5,2321,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2026,2,-1,1,0.6,5,2351,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2026,3,-1,1,0.6,5,2381,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2026,4,-1,1,0.6,5,2411,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2027,1,-1,1,0.6,5,2686,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2027,2,-1,1,0.6,5,2716,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2027,3,-1,1,0.6,5,2746,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2027,4,-1,1,0.6,5,2776,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2028,1,-1,1,0.6,5,3051,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2028,2,-1,1,0.6,5,3081,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2028,3,-1,1,0.6,5,3111,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2028,4,-1,1,0.6,5,3141,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2029,1,-1,1,0.6,5,3416,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2029,2,-1,1,0.6,5,3446,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2029,3,-1,1,0.6,5,3476,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2029,4,-1,1,0.6,5,3506,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2030,1,-1,1,0.6,5,3781,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2030,2,-1,1,0.6,5,3811,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2030,3,-1,1,0.6,5,3841,scenario 2 - 5
Kogi,Ajaokuta,Owan East,march,2030,4,-1,1,0.6,5,3871,scenario 2 - 5
Kano,Ajingi,Taura,july,2020,1,-1,1,0.6,5,186,scenario 2 - 5
Kano,Ajingi,Taura,july,2020,2,-1,1,0.6,5,216,scenario 2 - 5
Kano,Ajingi,Taura,july,2020,3,-1,1,0.6,5,246,scenario 2 - 5
Kano,Ajingi,Taura,july,2020,4,-1,1,0.6,5,276,scenario 2 - 5
Kano,Ajingi,Taura,july,2021,1,-1,1,0.6,5,551,scenario 2 - 5
Kano,Ajingi,Taura,july,2021,2,-1,1,0.6,5,581,scenario 2 - 5
Kano,Ajingi,Taura,july,2021,3,-1,1,0.6,5,611,scenario 2 - 5
Kano,Ajingi,Taura,july,2021,4,-1,1,0.6,5,641,scenario 2 - 5
Kano,Ajingi,Taura,july,2022,1,-1,1,0.6,5,916,scenario 2 - 5
Kano,Ajingi,Taura,july,2022,2,-1,1,0.6,5,946,scenario 2 - 5
Kano,Ajingi,Taura,july,2022,3,-1,1,0.6,5,976,scenario 2 - 5
Kano,Ajingi,Taura,july,2022,4,-1,1,0.6,5,1006,scenario 2 - 5
Kano,Ajingi,Taura,july,2023,1,-1,1,0.6,5,1281,scenario 2 - 5
Kano,Ajingi,Taura,july,2023,2,-1,1,0.6,5,1311,scenario 2 - 5
Kano,Ajingi,Taura,july,2023,3,-1,1,0.6,5,1341,scenario 2 - 5
Kano,Ajingi,Taura,july,2023,4,-1,1,0.6,5,1371,scenario 2 - 5
Kano,Ajingi,Taura,july,2024,1,-1,1,0.6,5,1646,scenario 2 - 5
Kano,Ajingi,Taura,july,2024,2,-1,1,0.6,5,1676,scenario 2 - 5
Kano,Ajingi,Taura,july,2024,3,-1,1,0.6,5,1706,scenario 2 - 5
Kano,Ajingi,Taura,july,2024,4,-1,1,0.6,5,1736,scenario 2 - 5
Kano,Ajingi,Taura,july,2025,1,-1,1,0.6,5,2011,scenario 2 - 5
Kano,Ajingi,Taura,july,2025,2,-1,1,0.6,5,2041,scenario 2 - 5
Kano,Ajingi,Taura,july,2025,3,-1,1,0.6,5,2071,scenario 2 - 5
Kano,Ajingi,Taura,july,2025,4,-1,1,0.6,5,2101,scenario 2 - 5
Kano,Ajingi,Taura,july,2026,1,-1,1,0.6,5,2376,scenario 2 - 5
Kano,Ajingi,Taura,july,2026,2,-1,1,0.6,5,2406,scenario 2 - 5
Kano,Ajingi,Taura,july,2026,3,-1,1,0.6,5,2436,scenario 2 - 5
Kano,Ajingi,Taura,july,2026,4,-1,1,0.6,5,2466,scenario 2 - 5
Kano,Ajingi,Taura,july,2027,1,-1,1,0.6,5,2741,scenario 2 - 5
Kano,Ajingi,Taura,july,2027,2,-1,1,0.6,5,2771,scenario 2 - 5
Kano,Ajingi,Taura,july,2027,3,-1,1,0.6,5,2801,scenario 2 - 5
Kano,Ajingi,Taura,july,2027,4,-1,1,0.6,5,2831,scenario 2 - 5
Kano,Ajingi,Taura,july,2028,1,-1,1,0.6,5,3106,scenario 2 - 5
Kano,Ajingi,Taura,july,2028,2,-1,1,0.6,5,3136,scenario 2 - 5
Kano,Ajingi,Taura,july,2028,3,-1,1,0.6,5,3166,scenario 2 - 5
Kano,Ajingi,Taura,july,2028,4,-1,1,0.6,5,3196,scenario 2 - 5
Kano,Ajingi,Taura,july,2029,1,-1,1,0.6,5,3471,scenario 2 - 5
Kano,Ajingi,Taura,july,2029,2,-1,1,0.6,5,3501,scenario 2 - 5
Kano,Ajingi,Taura,july,2029,3,-1,1,0.6,5,3531,scenario 2 - 5
Kano,Ajingi,Taura,july,2029,4,-1,1,0.6,5,3561,scenario 2 - 5
Kano,Ajingi,Taura,july,2030,1,-1,1,0.6,5,3836,scenario 2 - 5
Kano,Ajingi,Taura,july,2030,2,-1,1,0.6,5,3866,scenario 2 - 5
Kano,Ajingi,Taura,july,2030,3,-1,1,0.6,5,3896,scenario 2 - 5
Kano,Ajingi,Taura,july,2030,4,-1,1,0.6,5,3926,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2020,1,-1,1,0.6,5,186,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2020,2,-1,1,0.6,5,216,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2020,3,-1,1,0.6,5,246,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2020,4,-1,1,0.6,5,276,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2021,1,-1,1,0.6,5,551,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2021,2,-1,1,0.6,5,581,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2021,3,-1,1,0.6,5,611,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2021,4,-1,1,0.6,5,641,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2022,1,-1,1,0.6,5,916,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2022,2,-1,1,0.6,5,946,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2022,3,-1,1,0.6,5,976,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2022,4,-1,1,0.6,5,1006,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2023,1,-1,1,0.6,5,1281,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2023,2,-1,1,0.6,5,1311,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2023,3,-1,1,0.6,5,1341,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2023,4,-1,1,0.6,5,1371,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2024,1,-1,1,0.6,5,1646,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2024,2,-1,1,0.6,5,1676,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2024,3,-1,1,0.6,5,1706,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2024,4,-1,1,0.6,5,1736,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2025,1,-1,1,0.6,5,2011,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2025,2,-1,1,0.6,5,2041,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2025,3,-1,1,0.6,5,2071,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2025,4,-1,1,0.6,5,2101,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2026,1,-1,1,0.6,5,2376,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2026,2,-1,1,0.6,5,2406,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2026,3,-1,1,0.6,5,2436,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2026,4,-1,1,0.6,5,2466,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2027,1,-1,1,0.6,5,2741,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2027,2,-1,1,0.6,5,2771,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2027,3,-1,1,0.6,5,2801,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2027,4,-1,1,0.6,5,2831,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2028,1,-1,1,0.6,5,3106,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2028,2,-1,1,0.6,5,3136,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2028,3,-1,1,0.6,5,3166,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2028,4,-1,1,0.6,5,3196,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2029,1,-1,1,0.6,5,3471,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2029,2,-1,1,0.6,5,3501,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2029,3,-1,1,0.6,5,3531,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2029,4,-1,1,0.6,5,3561,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2030,1,-1,1,0.6,5,3836,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2030,2,-1,1,0.6,5,3866,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2030,3,-1,1,0.6,5,3896,scenario 2 - 5
Gombe,Akko,Alkaleri,july,2030,4,-1,1,0.6,5,3926,scenario 2 - 5
Nasarawa,Akwanga,Oke-Ero,july,2020,1,-1,1,0.6,5,186,scenario 2 - 5
Nasarawa,Akwanga,Oke-Ero,july,2020,2,-1,1,0.6,5,216,scenario 2 - 5
Nasarawa,Akwanga,Oke-Ero,july,2020,3,-1,1,0.6,5,246,scenario 2 - 5
Nasarawa,Akwanga,Oke-Ero,july,2020,4,-1,1,0.6,5,276,scenario 2 - 5
Nasarawa,Akwanga,Oke-Ero,july,2021,1,-1,1,0.6,5,551,scenario 2 - 5
Nasarawa,Akwanga,Oke-Ero,july,2021,2,-1,1,0.6,5,581,scenario 2 - 5
Nasarawa,Akwanga,Oke-Ero,july,2021,3,-1,1,0.6,5,611,scenario 2 - 5
Nasarawa,Akwanga,Oke-Ero,july,2021,4,-1,1,0.6,5,641,scenario 2 - 5
Nasarawa,Akwanga,Oke-Ero,july,2022,1,-1,1,0.6,5,916,scenario 2 - 5
Nasarawa,Akwanga,Oke-Ero,july,2022,2,-1,1,0.6,5,946,scenario 2 - 5
Nasarawa,Akwanga,Oke-Ero,july,2022,3,-1,1,0.6,5,976,scenario 2 - 5
Nasarawa,Akwanga,Oke-Ero,july,2022,4,-1,1,0.6,5,1006,scenario 2 - 5
Nasarawa,Akwanga,Oke-Ero,july,2023,1,-1,1,0.6,5,1281,scenario 2 - 5
Nasarawa,Akwanga,Oke-Ero,july,2023,2,-1,1,0.6,5,1311,scenario 2 - 5
Nasarawa,Akwanga,Oke-Ero,july,2023,3,-1,1,0.6,5,1341,scenario 2 - 5
Nasarawa,Akwanga,Oke-Ero,july,2023,4,-1,1,0.6,5,1371,scenario 2 - 5
Nasarawa,Akwanga,Oke-Ero,july,2024,1,-1,1,0.6,5,1646,scenario 2 - 5
Nasarawa,Akwanga,Oke-Ero,july,2024,2,-1,1,0.6,5,1676,scenario 2 - 5
Nasarawa,Akwanga,Oke-Ero,july,2024,3,-1,1,0.6,5,1706,scenario 2 - 5
Nasarawa,Akwanga,Oke-Ero,july,2024,4,-1,1,0.6,5,1736,scenario 2 - 5
